Manager,Ranking
M. Petrović,4120
S. Méndez,4115
K. Berdyev,4093
A. Pardew,4060
Pedro Martins,4054
K. Ingebrigtsen,4053
J. Trpišovský,4041
Lito Vidigal,4022
P. Marini,4020
Enderson Moreira,4000
Cristóvão Borges,3992
N. Vivas,3991
K. Hasegawa,3980
C. Reinoso,3960
Paco Jémez,3950
H. Moriyasu,3937
D. Franco,3925
P. Stöger,3910
Eusebio Sacristán,3900
Abelardo,3900
R. Caruso Lombardi,3891
V. Piţurcă,3881
Roberto Martínez,3837
Hossam Hassan,3824
Quique Sánchez Flores,3808
G. van Bronckhorst,3792
Pizzi,3780
C. Vivas,3778
Fabiano Soares,3753
J. Azconzábal,3741
Emad Soliman,3732
R. Garcia,3708
D. Tholot,3698
R. La Volpe,3690
R. Deila,3679
J. Thorup,3668
Fernando Jubero,3668
Gilson Kleina,3661
S. Güneş,3656
Ki-Il Nam,3655
V. Sachko,3651
D. Garzitto,3651
G. Alfaro,3613
R. Maran,3606
Jorge Simão,3582
Jorginho,3550
R. Hasenhüttl,3550
F. Arce,3506
C. Puel,3467
K. Krejčí,3464
G. Gasperini,3459
V. Kvartsyanyi,3446
José Mourinho,3439
P. Mosimane,3439
Mohamed Abdul Samie,3426
V. Sharan,3399
T. Pulis,3395
G. Ventura,3389
D. Schuster,3373
J. Cassar,3368
S. Rondina,3367
W. Sagnol,3312
Vinícius Eutrópio,3274
C. Gâlcă,3264
D. Alenichev,3261
M. Giampaolo,3254
E. Reja,3253
L. Spalletti,3252
Nuno Espírito Santo,3244
Oswaldo de Oliveira,3237
E. ten Hag,3216
M. Şumudică,3198
G. Hiddink,3170
B. Arena,3163
E. Rivera,3163
E. Howe,3150
D. Petrescu,3133
A. Mendoza,3108
R. Rakhimov,3104
Ney Franco,3100
Doriva,3100
Ismail Youssef,3081
S. Solbakken,3065
Pako Ayestarán,3062
Manuel Machado,3032
K. Jarolím,3030
B. Olsen,3004
C. Bassedas,2993
Pedro Emanuel,2990
A. Guľa,2981
S. Ripoll,2954
L. Álvarez,2937
I. Tudor,2918
Fran Escribá,2900
S. Schmid,2895
P. Garande,2893
José Peseiro,2884
P. Repetto,2881
F. Antonetti,2877
P. Lavallén,2869
P. Carteron,2851
José Gomes,2822
V. Milojević,2819
G. Gadzhiev,2804
A. Kocaman,2801
T. Ketsbaia,2798
T. Boy,2790
M. Rednic,2757
Y. Ferrera,2738
F. Castori,2723
S. Allardyce,2723
P. Maes,2722
V. Chaly,2706
M. Der Zakarian,2692
Miguel Leal,2689
R. Donadoni,2685
D. Fagermo,2674
E. van de Looi,2638
H. Hamzaoğlu,2611
J. Stegeman,2610
Rubí,2600
Thomas Christiansen,2591
F. Mazzù,2586
Z. Milinković,2575
N. Beyaoui,2572
A. Neil,2563
E. Iordănescu,2560
Sérgio Conceição,2552
S. Cherchesov,2541
B. Ingebretsen,2533
P. Bosz,2502
Juan Merino,2500
H. Fournier,2483
A. Gamero,2477
L. Reghecampf,2469
S. Moulin,2456
J. Kramny,2440
B. Barak,2432
C. Olăroiu,2426
Å. Hareide,2407
J. Gourvennec,2404
C. Robinson,2385
S. Lamouchi,2385
Falcão,2382
Y. Golmohammadi,2372
M. Božović,2363
L. Tena,2340
Petit,2337
F. Castro,2332
Mohamed Helmi,2330
O. Solskjær,2308
J. Andersson,2282
K. Madoui,2278
A. Hütter,2262
H. Jofuku,2257
R. Jans,2255
M. Babbel,2244
F. Vercauteren,2240
Y. Vanderhaeghe,2237
J. Lennartsson,2232
N. Napoli,2231
M. Russo,2230
A. Avci,2218
Ó. Pareja,2207
C. Mayor,2201
Paulo César Gusmão,2200
R. Courbis,2196
G. Hagi,2194
R. Stellone,2193
N. Papavasiliou,2183
J. Torrente,2178
D. McInnes,2159
I. Vrabec,2142
A. Alm,2137
J. Marsch,2136
F. Cannavaro,2133
A. Veh,2131
S. Colantuono,2122
T. Laurey,2116
R. Torres,2113
V. Skripchenko,2112
V. Montella,2110
Vanderlei Luxemburgo,2100
José Ramón Sandoval,2100
S. Stoev,2095
C. Farías,2093
L. Bernardi,2075
Jalal Qaderi,2071
E. Faber,2070
Quim Machado,2064
C. Porter,2061
J. Urban,2056
J. Carrasco,2046
K. Jonevret,2044
J. Nagelsmann,2040
A. Janković,2029
D. Garnero,2016
C. Maldonado,2010
F. Guidolin,2007
Pepe Mel,2000
Jin-Cheul Choi,1996
Norton de Matos,1994
Sá Pinto,1979
Gregorio Manzano,1979
Cuca,1978
E. Sánchez,1959
S. Drapić,1958
J. Zielinski,1955
S. Lippi,1952
I. Jovanović,1948
H. Fraser,1935
E. Almeida,1933
D. Canadi,1929
S. McClaren,1926
Z. Dalic,1925
Julio Velázquez,1925
D. Uhrin,1924
Odir Jacques,1922
José González,1900
Julinho Camargo,1900
R. Hake,1890
Jia Xiuquan,1890
A. Kobelev,1888
M. Akcay,1886
T. Frank,1883
B. Génésio,1883
R. Látal,1877
G. Arnold,1872
A. Grelak,1872
R. Rezza,1869
N. Lalatović,1857
T. Dellas,1856
R. Çalımbay,1853
H. Berg,1852
N. Hrnčár,1852
Caneda,1850
P. Vermes,1840
T. Fink,1837
T. Fink,1837
P. Tami,1833
P. Hubchev,1832
A. Ghalenoei,1831
O. Guégan,1829
J. da Silva,1823
F. Al Jabal,1819
J. de la Pava,1818
M. Jara,1808
J. Michelsen,1794
F. Dury,1789
P. Gerhardsson,1776
C. Todd,1773
G. Contini,1767
C. Arslan,1761
Hudson Coutinho,1750
F. León,1749
V. Kotal,1739
L. Søndergaard,1738
G. Poyet,1733
D. Kalezić,1732
A. Miklyaev,1732
S. Vergetis,1729
H. Karaman,1724
Filipe Gouveia,1720
E. Baumeister,1716
P. Mastroeni,1715
A. Axén,1713
J. Curtin,1711
G. Berhalter,1707
H. García,1702
Sergio,1700
G. Vanney,1699
J. Saibene,1699
S. Komphela,1698
N. Kouki,1694
G. Berrío,1692
M. Probierz,1684
K. Muscat,1675
S. Jokanović,1668
M. Ouzounidis,1667
R. Neilson,1663
J. Mian,1663
N. Gorosito,1660
P. Stokowiec,1659
F. Foda,1640
J. Hughes,1638
S. Habanec,1632
J. Tejera,1631
I. Delfino,1622
C. Díaz,1622
M. Herrera,1620
A. Yermakovich,1616
M. Rastavac,1614
Y. Kazama,1613
G. Hunt,1613
D. Kinnear,1610
Z. Frťala,1604
N. Kovač,1596
Z. Zeman,1593
D. Belmadi,1587
F. de Haan,1575
H. Rivera,1569
D. Arribagé,1568
P. Montanier,1567
S. Stoilov,1562
L. Delneri,1557
G. Bakke,1556
Toni,1552
T. Wright,1550
T. Marić,1537
G. Matosas,1530
R. Kristinsson,1523
M. Frontzeck,1522
R. Pivarník,1521
N. Hasanov,1519
R. Sanzhar,1518
A. Paus,1516
R. Levy,1512
Y. Anastasiou,1503
L. Kozel,1502
K. Nielsen,1492
N. Spasov,1491
P. Olsson,1491
A. Stramaccioni,1475
H. Marecos,1467
M. Ishii,1467
P. Zeidler,1460
R. Martínez,1460
G. Petrakis,1458
M. Hamdi,1455
G. Dermendzhiev,1455
L. Astrada,1453
I. Jovićević,1447
Ivo Vieira,1443
A. Heath,1436
E. Espinel,1429
B. Bradley,1427
O. Babych,1419
C. Kaiafas,1419
F. Hantz,1412
L. Pecko,1408
M. Biello,1389
J. McIntyre,1388
N. Otero,1386
M. Ševela,1380
S. Vreven,1379
T. Yoshida,1379
E. Perevertailo,1376
Y. Abukasis,1373
R. Sanzotti,1373
J. Heaps,1371
C. Michniewicz,1366
Óscar García,1365
E. Acevedo,1363
Á. Gutiérrez,1361
C. Johnson,1357
G. Paraschos,1355
P. Hartley,1351
A. Groenendijk,1350
S. Hyypiä,1349
D. Vavruška,1338
G. Machado,1333
K. Rekdal,1332
M. Ertuğral,1328
C. Watson,1319
Hélio dos Anjos,1316
S. Tashuev,1312
J. Falcioni,1310
F. Ciccolini,1307
G. Printant,1307
J. Streppel,1305
H. Larsson,1300
Y. Petrov,1298
W. Zenga,1288
A. Mantzios,1286
E. Tinkler,1282
D. Matei,1282
R. Agalarov,1280
E. Moe,1275
D. Ballardini,1273
J. Giordano,1273
J. Cedergren,1269
G. Iachini,1267
G. Leekens,1266
J. Sánchez,1266
J. Cruz,1260
J. Walem,1247
J. Šilhavý,1236
T. Pawłowski,1234
E. Mombaerts,1227
R. Ben Shimon,1221
R. Israel,1221
B. Rodgers,1221
N. Papadopoulos,1217
N. Milovanović,1211
W. Fornalik,1209
M. Skorża,1207
Pedro Caixinha,1206
Li Tie,1206
T. Fredriksen,1205
P. Bengoechea,1205
F. Gillot,1205
F. Marin,1201
D. Moyes,1200
Mílton Cruz,1200
B. Peeters,1193
B. Živković,1191
M. Ficcadenti,1187
C. Larsen,1187
O. Coyle,1183
I. Tomić,1183
A. Archibald,1175
I. Vastić,1175
P. Swärdh,1175
R. Romano,1170
Z. Zagorčić,1169
H. Silbas,1165
F. Berón,1163
I. Üzülmez,1162
A. Ilić,1161
M. Topçu,1160
N. Vanić,1160
M. Brosz,1160
M. Canning,1150
René Simões,1150
R. Lucescu,1149
V. Villazán,1142
Nélson Baptista,1142
D. Oldrá,1141
Z. Mamić,1128
J. Campos,1125
G. Monk,1123
A. Chernyshov,1120
L. Hadjiloukas,1117
J. Zinnbauer,1113
N. Bergstrand,1112
B. Páník,1110
J. Halvorsen,1109
M. Fabuľa,1107
P. Gludovatz,1107
I. Hucko,1106
Q. Qurbanov,1105
P. Mandrysz,1082
Y. Shatalov,1081
Guilherme Farinha,1079
E. Méndez,1079
H. Esquivel,1078
G. Mulţescu,1072
S. Hasarma,1070
S. Escobar,1068
Hamad Al Dossari,1067
J. Mølby,1063
A. Falub,1050
O. De Felippe,1049
R. De Sá,1045
P. Tobiáš,1039
P. Tobiáš,1039
A. Makrides,1038
N. Apuzzo,1038
L. Fašiang,1037
J. Vreman,1035
E. Săndoi,1033
V. Rašović,1027
M. Wright,1026
Mimi Abdel Razek,1025
A. Gordeev,1024
O. Upegui,1023
E. Middendorp,1017
J. Antúnez,1015
N. Panayiotou,1009
Celso Roth,1000
M. McGhee,1000
Pachequinho,1000
Felipe Moreira,1000
H. Vargas,998
S. Watanabe,992
H. Stevens,991
L. Grozavu,990
O. Sevidov,990
Y. Mizrahi,984
R. Insúa,984
V. Grozny,980
A. Janjić,979
J. Santa,978
M. Veselinović,978
G. Matzourakis,973
D. Okuka,964
Nelo Vingada,962
R. Garde,962
D. Lavagne,962
S. Letsoaka,960
V. Genes,954
A. Kuhn,951
J. Chávez,950
Č. Janevski,949
P. Schöttel,945
S. Aybaba,943
P. Dupraz,941
R. Grigorchuk,938
Moon-Sik Choi,935
Deok-Je Cho,935
Jin-Ho Cho,935
V. Miriuță,922
V. Naicu,919
D. Malesela,905
S. Bueno,900
G. Costas,900
J. de Jonge,899
M. Josa,896
H. Torres,896
V. Weiss,896
M. Soria,896
J. Giacone,895
K. Belhocine,895
Y. Hohenboym,887
A. Zorniger,887
L. Drulović,885
D. Vásquez,884
Kwi-Jea Cho,882
J. Delgado,879
José Morais,871
C. Bergodi,861
R. Sandberg,857
C. O'Loughlin,856
S. Inzaghi,848
E. Neagoe,848
Bogdan Andone,843
C. Pustai,842
D. Stojković,837
H. Pfeifenberger,837
T. Kafkas,833
G. Heinze,830
Ma Lin,829
J. Comesaña,825
R. Podolinski,824
M. Dodić,824
M. Denizli,818
L. Bölöni,815
F. Benzarti,813
M. Gisdol,813
R. Maas,810
R. Berdyev,806
Ó. Kristjánsson,803
Adilson Batista,800
Miller Gomes,800
J. Esnáider,800
A. Amrani,799
S. Nilsen,794
S. Shishchenko,792
Abdel El Doumany,790
A. Chantsev,787
J. Kreis,786
D. Vrťo,776
I. Iliev,772
Seong-Hyo Yoon,765
G. Riddersholm,764
H. Eklund,762
S. Guzmán,760
G. Stempel,760
V. Jílek,758
D. Raschle,758
Wang Baoshan,754
T. Skullerud,754
S. Arveladze,747
H. Kolev,743
I. Kolev,743
R. Zobel,740
H. Shibuya,737
P. Christodoulou,737
M. Wieghorst,734
D. Eleftheropoulos,732
G. Ferrín,729
G. Morínigo,728
V. Mazyar,726
C. Bustos,720
P. Nowak,720
P. Nowak,720
J. Dal,719
H. Medford,714
M. Mwale,712
D. Stendel,710
Gong Lei,706
J. Sono,706
D. Kühbauer,702
J. Sierra,702
M. Paatelainen,701
Lucas Alcaraz,700
Danny Sérgio,700
Raul Cabral,700
J. Grindhaug,698
G. Georgiadis,698
E. Cohen,694
E. Cohen,694
I. Kolyvanov,692
L. Suárez,690
D. Dumitriu,689
M. Milanović,689
F. Klopas,686
M. Hipp,685
N. Şensoy,685
Nguyễn Thanh Sơn,673
V. Beato,667
M. Dempsey,666
R. Bilyaletdinov,661
E. van der Meer,660
A. Tarkhanov,659
E. Rodríguez,658
I. Chavos,657
M. Grigoriou,656
F. Passi,654
J. Olde Riekerink,654
M. Bakkal,652
K. Moskal,645
M. Rumak,643
A. Curtis,642
F. Yallop,640
L. De Canio,637
A. Gregucci,634
L. Nilsen,634
E. Ferrera,633
J. de la Torre,630
T. Lemonis,628
H. Renard,626
D. Doncic,626
M. Camoranesi,624
J. Llop,624
S. Muslin,622
C. Sforza,619
D. Wdowczyk,617
A. Nishino,617
Y. Simsek,616
M. Lešnjak,616
T. Shimotaira,614
S. Mimer,610
R. Russell,609
M. Gošić,607
E. Pimentel,606
W. Salazar,604
L. González,603
G. Igesund,603
C. Borghi,600
G. Locke,600
Carlos Terrazas,600
Marcelo Fernandes,600
Fernandes,600
Denis Iwamura,595
J. Rodríguez,594
Z. Popović,592
I. Osipenco,591
M. Koubek,591
V. Ivić,590
A. Skarbalius,588
H. de Jong,585
H. Nanami,584
E. Guttmann,583
M. Rădoi,582
P. Aigbogun,581
H. Mandirali,581
D. Burić,572
S. Manolas,570
L. Ojrzynski,568
Y. Semin,567
W. Coito,567
C. Brocchi,566
S. Baxter,565
G. Solinas,565
A. Mandorlini,564
F. Šturma,561
Liu Junwei,558
A. Haan,551
M. Tot,551
T. Schaaf,546
E. Sağlam,545
A. Zaccheroni,542
Tae-Ha Park,542
J. Jönsson,541
Woe-Ryong Chang,541
H. Morishita,541
F. Martínez,540
Y. Higuchi,539
P. Vieira,536
H. Yanev,536
N. Karageorgiou,531
G. Hernández,528
J. Jarábek,524
G. De Boeck,521
Rui Barros,515
Nandinho,515
M. Mustafin,512
M. Cardetti,511
Domingos Paciência,509
M. Saralegui,507
M. Haglund,507
Sergio Lobera,506
E. Eranosyan,506
N. Nieto,504
D. Terezopoulos,504
O. Quintabani,502
Paco Herrera,500
J. Burruchaga,499
A. Solalinde,498
J. Rodríguez,496
S. Charles-Fevrier,496
N. Bernal,495
D. Giovagnoli,492
E. Velev,492
S. Mojsilović,482
Myung-Bo Hong,482
G. Potter,476
H. Lisi,472
D. Golan,471
S. Lushchan,470
U. Ramé,470
S. Hovsepyan,468
M. Kosanović,468
H. Bodhert,465
Yang Ji,464
M. Yanagishita,462
O. Pryzetko,462
O. Luzhny,462
L. Bohinen,461
H. Velud,457
I. Štimac,454
B.Molekwa,453
Marcelo Cabo,450
A. Franco,450
H. van der Pluijm,449
J. Mathijssen,447
N. Kostov,447
N. Kostov,447
H. Van Veldhoven,446
O. Buruk,446
F. Spasov,446
R. Meshulam,445
E. Bakke,445
D. Larrosa,445
J. Thelin,445
M. Bokša,444
J. Verzeri,444
S. Demol,439
Adel Abdulrahman,439
T. Ogura,430
V. Hansen,430
C. Harrison,426
D. Rossi,424
E. Pagáč,418
M. Bradja,418
S. Dora,417
A. Geiger,417
M. Odović,416
E. Šiljak,416
S. Rambert,415
Armando Evangelista,413
J. Vivaldo,413
B. Flovik,413
G. Festa,412
Z. Marić,412
F. Inzaghi,412
J. Castelli,412
W. van Leeuwen,404
S. Griga,403
T. Franc,403
S. Horny,402
S. Yalçın,400
M. Baciu,400
F. Schmidt,399
Ü. Özat,399
H. ten Cate,399
G. Verbeek,399
H. Kutlu,398
F. Bassa,393
I. Galád,390
L. Stamenković,388
V. Goncharenko,384
I. Osinkin,384
Chang-Kyum Kim,383
M. Lehkosuo,379
A. Stubbs,377
Alexandre Gallo,377
M. Ben Margui,376
G. Álvarez,374
J. Vojvoda,374
K. Hjulmand,374
A. Yllana,374
R. Johansen,374
L. Petrović,372
S. Sakuma,370
V. Petržela,370
C. Christoforou,369
R. Sikhakhane,368
V. Paunovic,368
S. Bartlett,367
H. Gudjonsson,366
V. Alvarado,366
V. Petrakov,366
R. Krol,364
B. Hayford,364
S. Tekelioglu,363
M. Özdilek,362
B. McDermott,362
A. Bobadilla,362
F. Ramírez,360
R. Vanoli,352
R. Hansen,351
A. Bjørkan,349
H. Robles,347
E. Golola,344
H. Matuszyczk,344
G. Levy,341
T. Doll,341
B. Boboev,340
S. Troughton,339
M. Warburton,339
J. Żurek,336
D. Radojičić,335
T. Banin,333
A. Čačić,333
Alejandro Esteve,333
D. Sierra,330
U. Forte,328
U. Forte,328
P. Lipenski,327
Marcello Troisi,327
C. Fekete,326
B. Korkmaz,326
R. Van Geneugden,326
T. Sherwood,321
L. Ramos,317
O. Escudero,317
M. Mjelde,317
D. Lodeweges,315
J. Rodríguez,314
D. Belkacem,314
J. López,312
B. Djiourev,307
M. Oancea,306
A. Khashmanyan,306
L. González,302
Alberto Valentim,300
Diogo Giacomini,300
Wanderley Filho,300
Odair Hellmann,300
James Freitas,300
Gaizka Garitano,300
Sérgio Soares,300
C. Ancelotti,300
Deivid,300
M. Rizzo,298
C. Navarrete,297
L. Kalvoda,296
B. Nišević,292
O. Atik,291
Gao Hongbo,290
O. Pedersen,288
A. Křeček,288
M. Pavani,288
J. M. Battaglia,287
N. Frederiksen,287
S. Taramasco,286
R. Norling,285
G. Sannino,283
B. Korak,283
T. von Heesen,283
F. Ben Belgacem,283
M. Al Moalej,283
R. Szukiełowicz,283
Júlio Leal,281
V. Zvunka,279
M. Ihara,277
U. Meier,277
