Manager,Ranking
José Couceiro,3914
K. Kimura,3885
S. Pioli,3876
Hae-Seong Jung,3867
A. Casanova,3862
S. Silkin,3822
A. McLeish,3800
J. Romero,3774
G. Pelusso,3767
Cuca,3750
D. Di Carlo,3745
H. Vogel,3726
Sá Pinto,3720
Tarek Yehia,3698
Manolo Jiménez,3693
Carlos Carvalhal,3666
Ó. Ramírez,3660
E. Sağlam,3657
T. Fink,3646
T. Fink,3646
P. Vrba,3645
S. Colantuono,3640
A. Mohamed,3602
C. Galtier,3599
V. Montella,3594
M. Skorża,3579
Oswaldo de Oliveira,3554
J. Suzuki,3552
J. Suzuki,3552
J. Suzuki,3552
F. Magath,3520
V. Karpin,3514
V. Karpin,3514
R. Moniz,3490
A. Kombouare,3468
F. Terim,3440
R. Jans,3402
S. Kean,3400
Celso Roth,3400
D. Hecking,3360
T. Schaaf,3360
Anwar Salama,3354
N. Soma,3330
M. Wada,3330
A. Winter,3310
T. Tuchel,3270
Pedro Martins,3270
R. Koeman,3220
C. Adriaanse,3202
Hélio dos Anjos,3200
W. Meeuws,3182
F. Kudelka,3182
J. van den Brom,3179
Juande Ramos,3144
Adilson Batista,3100
J. Fernandez,3050
V. Pyatenko,3043
C. Gourcuff,3041
J. Luhukay,3040
Helmi Toulan,3010
Ricardo Ferretti,2999
Marcelino,2993
P. Garande,2960
M. Babbel,2960
Rui Vitória,2940
Givanildo Oliveira,2900
Jin-Han Choi,2890
D. Garnero,2886
H. Kurosaki,2886
J. Fossati,2884
N. Pavlov,2863
N. Pavlov,2863
V. Jílek,2861
S. Hyndman,2857
Talaat Youssef,2838
L. Kuchuk,2831
M. Yanagishita,2812
Jang-Soo Lee,2789
D. Sanchez,2759
S. Escobar,2756
N. Larkou,2735
L. Astrada,2732
P. Bosz,2725
M. Decastel,2724
R. Lucescu,2711
E. Levy,2709
G. Riddersholm,2675
M. Preud'homme,2669
Míchel,2668
R. Donadoni,2668
R. Nilsson,2643
Pedro Emanuel,2640
E. Meza,2634
G. Donis,2613
C. Ancelotti,2611
P. Carteron,2604
S. Muslin,2600
R. Popović,2579
S. Solbakken,2551
A. Pastoor,2547
Caneda,2538
A. McCoist,2521
I. Hašek,2503
Renato Gaúcho,2500
Antônio Lopes,2500
Antônio Lopes,2500
Mahmoud Gaber,2494
Pedro Caixinha,2490
J. Mølby,2482
R. Brood,2461
Mohamed Radwan,2451
M. Sciacqua,2442
D. Davidović,2430
K. Hjulmand,2418
R. Norling,2410
M. Hughes,2400
W. Gutiérrez,2377
R. Levy,2374
O. Pantaloni,2356
F. Emordi,2354
D. Petrescu,2340
R. Çalımbay,2340
R. Maaskant,2338
D. Rossi,2334
R. Prosinečki,2323
P. Correa,2321
S. McClaren,2314
C. Pustai,2310
E. Portillo,2307
A. Dupont,2306
P. Maes,2304
Sang-Ho Kim,2295
S. Altman,2295
T. Sollied,2293
M. Been,2280
H. Stanislawski,2280
O. Lenczyk,2254
H. Vanhaezebrouck,2233
F. Al Jabal,2230
H. Clausen,2225
C. Trullet,2220
P. Ljung,2205
R. Ben Shimon,2199
Abel Resino,2185
V. Hizo,2177
Heung-Sil Lee,2166
E. Bauza,2160
C. Streich,2160
J. Azconzábal,2146
Jung-Moo Huh,2125
R. Grigorchuk,2117
P. Christodoulou,2112
P. Vermes,2110
S. Vergetis,2106
D. Aguirre,2103
P. Houston,2102
M. McCarthy,2100
Falcão,2100
René Simões,2100
P. Hoftych,2100
J. Soto,2099
Manuel Preciado,2098
R. Páez,2086
A. Kobelev,2080
G. Martino,2072
H. Van Veldhoven,2068
Paulo Sérgio,2048
P. Gludovatz,2044
S. Arveladze,2042
J. Šilhavý,2042
Paulo Alves,2040
S. Mladenov,2040
M. Yakin,2029
L. Ciobotariu,2025
A. Stanojević,2012
E. Flores,2010
P. Huistra,2010
J. Hernández,2005
K. Rekdal,1992
P. Gerhardsson,1990
K. Rekdal,1992
P. Gerhardsson,1990
B. Peeters,1987
M. Ficcadenti,1984
D. Munteanu,1983
B. Ivanković,1961
S. Cosmi,1960
F. Çapa,1960
V. Weiss,1955
N. Kostenoglou,1953
S. Balakhnin,1950
F. Foda,1944
M. Herrera,1940
P. Mazloomi,1936
I. Petev,1936
S. McCall,1928
Z. Petrović,1924
G. Calderón,1922
R. Marsiglia,1922
J. Kreis,1919
C. Daum,1916
R. Díaz,1912
D. Đurđević,1908
J. Cruz,1905
C. Gross,1903
A. Tesser,1890
U. Fischer,1889
M. Steijn,1886
J. Karelse,1880
L. Søndergaard,1874
Young-Jin Lee,1870
J. Torrente,1870
M. Özdilek,1866
H. Cúper,1855
N. Anastopoulos,1853
D. Cheryshev,1846
B. Mutti,1844
K. Daxbacher,1844
W. Fornalik,1823
G. Díaz,1819
Mokhtar Mokhtar,1806
Ashraf Kasem,1806
Fabri González,1805
B. Korkmaz,1800
Y. Abukasis,1772
Juan Garrido,1753
A. Gamero,1750
H. Torres,1749
O. Solskjær,1737
Hossam El Badry,1720
I. Ambriz,1719
J. Jönsson,1715
Javier  Clemente,1710
N. Warnock,1700
D. Kashtan,1700
F. Klopas,1699
A. Malesani,1688
J. Kosmina,1686
Y. Maksimov,1683
P. Sørensen,1680
N. Saglam,1680
Carlos Brito,1680
F. Komňacký,1678
Jaime Pacheco,1677
T. Bech,1668
M. Božović,1664
C. Ischia,1662
P. Høgmo,1651
A. Guimarães,1650
M. Probierz,1648
F. Colomba,1642
O. De Felippe,1628
Sang-Chul Yoo,1615
M. Haglund,1612
M. Kurz,1600
M. Kurz,1600
E. Yanal,1600
Maqueda,1591
P. Rada,1588
P. Cocu,1576
A. García,1575
Juanjo González,1567
L. Nosicky,1565
A. Erdem,1560
J. Osorio,1558
D. Kinnear,1554
G. Smith,1550
G. Smith,1550
T. Doll,1543
B. Challandes,1540
J. Aguirre,1532
Jorge Costa,1530
A. Alm,1525
G. Paraschos,1521
D. Mangia,1505
M. Koubek,1502
Sérgio Conceição,1500
P. Schöttel,1500
Toninho Cecílio,1500
Carpegiani,1500
C. Brown,1492
C. Brown,1492
L. Fournier,1488
Z. Kranjčar,1482
R. Caruso Lombardi,1480
C. Díaz,1480
O. Asad,1480
R. Sensini,1480
F. Yallop,1478
R. Atar,1475
K. Nielsen,1468
D. Lennon,1463
Taha Basri,1462
C. Janssens,1458
S. Cherchesov,1456
Émerson Leão,1450
Moacir Pereira,1445
F. Maturana,1437
Lotina,1427
J. Wouters,1426
Y. Mizrahi,1425
I. Stan,1419
A. Koster,1418
P. Grigoraş,1410
N. Gorosito,1406
H. Moriyasu,1406
M. Ouzounidis,1404
J. Grindhaug,1400
Pablo Caballero,1400
D. Dimitrov,1400
Alexandre Gallo,1400
S. Bruce,1400
G. Hoyos,1398
J. Mathijssen,1396
L. Stamenković,1388
M. Baždarević,1388
R. Skarsfjord,1387
J. Chávez,1386
Javi Gracia,1384
Henrique Calisto,1380
S. Dora,1375
J. Jarábek,1375
D. Kühbauer,1375
P. Sarmiento,1375
D. Vukićević,1374
B. Casoni,1364
K. Shiels,1363
D. Okuka,1363
M. Ivanir,1352
K. Okuma,1332
H. Morishita,1332
S. Genov,1332
I. Badea,1314
S. Krunić,1313
J. del Solar,1302
M. Grana,1300
G. Gadzhiev,1300
D. Fagermo,1300
Ibrahim Youssef,1290
Mohamed Nour,1290
Taha Basry,1290
R. Rangnick,1281
G. Almada,1275
J. Lennartsson,1275
R. Dabrowski,1275
Š. Zaťko,1275
N. Bergstrand,1274
M. Brys,1271
D. van Wijk,1271
Jung-Hwan Yoon,1258
S. Kobayashi,1258
Z. Dalic,1253
G. Hadzhievski,1253
D. Sánchez,1250
N. Otero,1250
M. Kushev,1250
M. Stoichiţă,1242
M. Sredojević,1238
E. Velev,1236
L. Núñez,1225
A. Axén,1225
Å. Hareide,1225
S. Kuzeljević,1213
M. Denizli,1209
R. Van Geneugden,1209
Shawky Garib,1204
G. Igesund,1202
R. Deila,1200
W. Kogler,1200
L. Ojrzynski,1200
E. Cohen,1200
E. Cohen,1200
M. Skibbe,1200
A. Nawałka,1200
B. Olsen,1200
J. M. Battaglia,1200
V. Kvartsyanyi,1199
A. Stramaccioni,1190
M. Solano,1188
Y. Higuchi,1184
P. Swärdh,1175
L. Vlemmings,1174
Manuel Machado,1174
I. Leonov,1173
C. Enache,1170
L. Kozel,1162
P. Uličny,1161
G. Hunt,1158
M. Qosimov,1156
E. Roy,1156
Augusto Inácio,1155
T. Caanen,1147
J. Ceulemans,1144
José Molina,1140
C. Kaiafas,1136
D. Vavruška,1131
N. Karageorgiou,1131
T. Butcher,1131
M. Soukup,1127
A. Souayah,1126
J. Zielinski,1125
J. Carrasco,1125
S. Hyypiä,1120
Mimi Abdel Razek,1118
E. Hély,1116
G. Levy,1112
M. Radukanov,1111
P. Nowak,1111
P. Nowak,1111
L. Zubeldía,1110
M. Fleitas,1104
I. Sopegno,1095
D. Lavagne,1094
S. Stoev,1092
A. Anastasiadis,1092
H. Eugui,1091
A. Guľa,1088
D. Cocca,1087
M. Russo,1084
M. Şumudică,1080
S. Constantine,1075
N. Frederiksen,1073
M. Lepe,1064
F. Cipro,1063
G. Pérez,1062
N. Pumpido,1058
A. Mantzios,1053
J. Neeskens,1052
M. Pehrsson,1050
Enderson Moreira,1050
Ednaldo Patricio,1044
H. Karaman,1042
Ma Lin,1041
K. Özdeş,1040
M. Sorg,1040
H. Backe,1038
V. Goncharenko,1037
Sérgio Soares,1036
T. Asano,1036
T. Miura,1036
V. Alvarado,1034
M. Matsunami,1031
Júlio Leal,1029
S. Komphela,1028
J. Cardozo,1023
Rui Bento,1020
Daúto Faquirá,1020
Quim Machado,1020
A. Skarbalius,1015
R. Fraser,1003
J. Antúnez,1000
F. Castro,1000
T. Oki,999
T. Aune,999
R. Forestello,999
C. Jensen,998
C. Hughton,998
H. van der Pluijm,997
S. Mihajlović,996
S. Boström,996
Carlos Pouso,996
S. Petrović,994
A. Chantsev,986
G. Mulţescu,984
P. Troglio,978
J. Spencer,976
R. Mroczkowski,975
P. Fenlon,971
N. Saâdi,970
Mílton Cruz,970
T. Lokhoff,966
José Bakero,962
N. Levine,961
José Mota,960
D. Belmadi,958
I. Iliev,954
J. Sierra,954
F. Vercauteren,952
S. Bueno,952
Ivo Vieira,951
J. Chávez,950
C. Michniewicz,950
J. Andersson,950
G. Landau,950
Emad Soliman,946
Alaa Abdelaal,946
M. Rueda,942
S. Lomas,942
O. Melkemichel,937
S. Tashuev,936
G. Hiddink,936
Hang-Seo Park,935
L. Penev,931
L. Reghecampf,930
T. Banin,925
V. Vermezović,922
R. Warzycha,912
N. Papadopoulos,912
D. Arrigoni,910
P. Marino,910
P. Olsson,900
F. Ocampo,900
F. Lederer,900
João Alves,899
Silas,898
Silas,898
O. Kononov,897
L. Madelón,888
H. Stoichkov,887
S. Perednya,884
L. N'Diaye,883
A. Haan,882
C. Larsen,880
G. Martínez,880
O. Rehhagel,880
J. Bernal,875
A. Grant,875
R. Kasperczyk,875
J. Lammers,874
A. Pelici,870
Z. Psotka,869
R. De Sá,864
N. Shirazi,863
Z. Njeguš,863
Á. Gómez,862
Osama Orabi,860
Kamal Ettman,860
M. Stekelenburg,858
M. Stekelenburg,858
I. Baytiev,858
V. Kotal,853
H. Jensen,849
Bruno Ribeiro,840
M. Katsavakis,840
H. Aabrekk,838
R. Brouard,837
K. Jurčić,836
M. Wright,836
M. Zanabria,826
J. Cubilla,826
D. Đorđević,825
R. Ortiz,825
T. Møller Nielsen,823
M. Ebrahimzadeh,818
K. Moskal,818
R. Palmgren,816
R. La Volpe,814
N. Papavasiliou,813
A. Alic,811
Shen Xiangfu,808
Woe-Ryong Chang,807
Pizzi,805
Paulo César Gusmão,800
Jairo Araújo,800
P. Stöger,800
Osmar Loss,800
A. Janjić,800
N. Papadopoulos,799
J. Zamora,780
R. Rakhimov,780
W. Graniolatti,776
Raúl Möller,775
P. Hapal,775
L. Šimčo,775
A. Křeček,775
L. Jurkemik,775
Zhu Jiong,766
J. Kuže,763
M. Prince,763
A. Avci,762
I. Vastić,762
M. Bakkal,760
R. Martínez,754
Mariano Barreto,752
H. Sosa,726
Manuel Cajuda,720
Ulisses Morais,720
M. Büskens,720
S. Nicol,719
J. de la Pava,715
J. de la Pava,715
V. Sharan,714
Y. Vernydub,714
F. Dury,713
D. Mitosevic,713
N. Kostov,712
N. Kostov,712
Álex García,708
V. Răchită,705
S. Kovalets,705
D. Milanič,702
B. Tennes,702
L. Ristovski,700
K. Kieres,700
P. Repetto,700
Dimas Filgueiras,700
M. Soria,697
G. Ivanov,687
F. Van der Elst,682
M. Diyadin,680
Tae-Wan Kim,680
H. Ovelar,675
O. Streccia,675
P. Páez,675
A. Basile,666
Leonardo,663
Y. Dyachuk-Stavytskyi,663
S. Konyushenko,663
M. Ertuğral,655
L. De Canio,654
E. Rergis,653
E. Cohen,650
Y. Naim,650
Paulo Bonamigo,646
V. Petković,640
A. Demyanenko,638
L. Fallas,638
Víctor Muñoz,638
Nelo Vingada,637
J. Real,635
C. Stachura,625
W. Piedrahita,625
F. Torres,625
T. Lemonis,624
A. Buspakom,622
J. Wallemme,620
H. Berg,613
J. Cruz,609
V. Yaremchenko,603
G. Berrío,600
D. Alonso,600
Mauro Fernandes,600
I. Sabău,600
M. Rumak,600
Ricardo Silva,600
G. McAllister,600
J. Comesaña,600
Julinho Camargo,600
S. Tarkovic,599
A. Ulderink,598
D. Kalezić,597
Y. Shinoda,592
J. Bonfrere,585
C. Lade,585
Quique Sánchez Flores,582
D. Petkov,580
L. Bonačić,580
D. Carreño,575
Y. Feigenbaum,575
M. Vanemerak,575
T. Kafarski,575
J. Barrios,575
M. Kosanović,574
A. Gordeev,572
I. Balaci,571
M. Laudrup,570
M. García,564
D. Umaña,562
E. Di Francesco,560
E. Scifo,558
D. Veleix,558
E. Koeman,552
Wu Jingui,552
J. McIntyre,551
E. Lahman,550
Z. Milinković,550
A. Ghalenoei,548
Pedro Miguel,540
P. Kucherov,536
I. Andone,534
R. Mora,528
M. Sinai,525
V. Nepomnyashchiy,520
T. Hori,518
D. Cagna,518
Á. Cappa,518
T. Soehn,518
H. Rivoira,518
Mohamed Omar,516
A. Muurinen,512
A. Muurinen,512
R. Roelofsen,506
A. Giuntini,506
V. Urbonas,505
G. Caramarin,504
G. Arnold,504
D. Kanatlarovski,500
Estevam Soares,500
J. Tigana,496
G. Petreski,492
R. Magić,489
P. Troussier,488
F. Adelaar,487
J. Campos,484
Y. Petrov,484
N. Meier,480
D. Bekvalac,475
N. Yehezkel,475
F. Straka,475
P. Medynský,475
A. Palacios,472
A. Benchikha,464
W. Zenga,464
D. Casas,462
M. Rednic,459
M. Rednic,459
G. Costas,459
F. Quirarte,458
A. Zdravkov,457
T. Kafkas,456
E. Middendorp,452
P. Malura,451
Č. Janevski,450
V. Zwenger,450
C. Niculescu,450
A. Solalinde,450
A. Arias,450
B. Babić,450
Gilson Kleina,450
N. Pearson,450
M. Rennie,448
Sérgio Farias,448
L. McKinna,445
F. Sava,444
Y. Kazama,444
E. Acevedo,444
R. Adachi,444
Odir Jacques,440
Y. Zouaoui,437
A. Boyacá,436
João Pereira,435
I. Palmer,432
K. Kis,431
C. Johnson,428
Paco Jémez,427
Anquela,427
Manuel Barbosa,426
D. Kosič,426
Su-Cheol Lee,425
M. Nikolic,425
M. Nikolić,425
N. Vignjević,425
N. Klinger,425
P. Janas,425
T. Hajto,425
R. Arias,424
Henrique Nunes,420
M. Beretta,420
F. Motroc,418
Jalal Qaderi,417
A. Dzhambazki,415
M. Mjelde,412
M. Wieghorst,412
Ó. Pareja,410
T. Havutçu,408
K. Angelov,402
F. Araújo,400
R. Insúa,400
E. Rivera,400
T. Connor,400
A. Atanasov,400
A. Atanasov,400
E. Palacios,400
J. Urban,400
V. Kaplanović,400
M. Zafran,400
O. Da Gama,398
J. Sono,392
D. Bonetti,390
F. Hadžibegić,390
D. Bartolotta,388
D. Penev,387
G. Stempel,384
E. Piserchia,383
Sun-Jae Wang,382
S. Toplak,381
K. Németh,375
A. Araújo,375
T. Prahl,375
N. Milovanović,375
D. Besek,373
J. López,370
L. Suárez,370
T. Shipshev,364
A. Thomsson,362
J. Delgado,360
R. Widmayer,360
Jorge Casquilha,360
T. Gutzeit,360
S. Stoilov,358
E. Orie,357
E. Trossero,354
S. Demol,351
T. von Heesen,350
S. Milanović,350
H. Bodhert,350
J. Díaz,350
D. Pasieka,350
S. Grozdanov,350
H. Gómez,350
M. O'Neill,350
E. Mondonico,350
R. Maradiaga,348
S. Podpaly,348
A. Meguellati,341
G. Sichitiu,334
Y. Sorimachi,333
N. Ferraresi,333
M. Almeyda,333
M. Petrous,332
L. Diniță,330
J. Pinto,326
R. Látal,325
M. Jacquet,325
C. Puel,325
J. Arce,325
D. Ollé-Nicolle,325
T. Sivić,323
G. De Boeck,322
V. Gazzaev,321
D. Tosello,321
Y. Ildiz,320
S. Šapurić,319
P. Denier,319
C. Reinoso,317
R. Kristinsson,312
K. Sarsaniya,312
T. Kavakas,312
C. Martins,310
L. Prukner,306
B. Solomons,300
H. Caballero,300
H. Caballero,300
R. Nadvornik,300
V. González Scott,300
R. Johansen,300
W. Gregoritsch,300
M. Poustka,300
R. Chilavert,300
J. Olsson,300
J. Olsson,300
J. Olsson,300
J. Olsson,300
A. Velkov,300
Eduardo Souza,300
M. Stahre,300
A. Andersen,300
F. León,300
M. Hemmingsen,297
Gao Hongbo,297
Paulo Sousa,297
N. Ishizaki,296
L. Benzarti,291
Roberto Olabe,291
G. Negirev,288
J. Soto,284
H. Theunissen,282
I. Katalinić,280
V. Guerini,280
Xi Zhikang,277
M. Balbul,275
A. Adamou,275
J. Giordano,275
E. Arias,275
L. Blanco,275
Pedro Rodríguez,275
Paulo Fonseca,270
Ó. Kristjánsson,270
G. Geguchadze,265
L. Banide,260
A. Baydachnyi,260
V. Mukhanov,258
T. Okada,255
C. Pasuwa,255
K. Bergersen,252
O. Paulín,250
L. Smerud,250
I. Shum,250
J. Škoro,250
Abdullah Gurab,250
