home_team_attack,home_team_midfield,home_team_defense,home_team_overall,home_team_past_points,home_team_past_goal_diff,home_team_past_appearances,home_team_streak,home_team_best_perf,away_team_attack,away_team_midfield,away_team_defense,away_team_overall,away_team_past_points,away_team_past_goal_diff,away_team_past_appearances,away_team_streak,away_team_best_perf,diff_team_attack,diff_team_midfield,diff_team_defense,diff_team_overall,diff_team_past_points,diff_team_past_goal_diff,diff_team_past_appearances,diff_team_streak,diff_team_best_perf
78.0,78.0,75.0,76.0,59.0,8.0,4,1,16,74.0,74.0,74.0,74.0,21.0,-49.0,6,0,10,1.0,5.0,2.0,2.0,20.0,30.0,1.0,-1.0,10.0
85.0,84.0,83.0,84.0,68.66666666666667,23.333333333333332,20,20,20,90.0,81.0,80.0,82.0,64.0,21.666666666666668,20,20,19,4.0,6.0,7.0,7.0,28.66666666666667,33.33333333333333,11.0,19.0,2.0
76.0,77.0,74.0,76.0,44.666666666666664,-16.666666666666668,13,9,15,75.0,76.0,74.0,75.0,42.0,-17.5,6,0,10,-3.0,1.0,-1.0,1.0,44.666666666666664,52.33333333333333,13.0,9.0,15.0
79.0,79.0,79.0,79.0,52.0,-0.3333333333333333,17,9,15,79.0,76.0,77.0,78.0,45.0,-8.5,17,2,15,-1.0,3.0,5.0,3.0,2.6666666666666643,-1.6666666666666665,7.0,-1.0,1.0
79.0,76.0,77.0,78.0,45.0,-8.5,17,2,15,83.0,79.0,77.0,79.0,62.333333333333336,15.333333333333334,20,20,20,7.0,2.0,5.0,4.0,3.0,5.166666666666666,7.0,-8.0,0.0
76.0,76.0,77.0,76.0,44.333333333333336,-17.333333333333332,7,5,14,76.0,77.0,74.0,76.0,44.666666666666664,-16.666666666666668,13,9,15,2.0,1.0,4.0,2.0,-0.3333333333333286,-1.666666666666666,-3.0,-5.0,-1.0
82.0,81.0,78.0,80.0,60.0,15.666666666666666,9,7,20,72.0,74.0,73.0,73.0,0.0,-69.0,0,0,0,-2.0,-2.0,-2.0,-2.0,-25.0,-32.0,-1.0,-3.0,0.0
86.0,83.0,85.0,84.0,88.33333333333333,48.333333333333336,20,20,20,85.0,84.0,83.0,84.0,68.66666666666667,23.333333333333332,20,20,20,5.0,4.0,5.0,4.0,19.33333333333333,18.000000000000004,10.0,10.0,1.0
84.0,86.0,86.0,85.0,88.33333333333333,63.333333333333336,19,19,20,77.0,74.0,76.0,76.0,39.333333333333336,-15.333333333333334,4,4,6,8.0,11.0,11.0,9.0,30.33333333333333,60.66666666666667,9.0,9.0,5.0
79.0,75.0,75.0,76.0,44.666666666666664,-14.0,18,4,18,77.0,76.0,74.0,76.0,45.333333333333336,-15.333333333333334,9,8,11,5.0,0.0,2.0,2.0,0.0,1.666666666666666,8.0,-6.0,3.0
74.0,74.0,74.0,74.0,21.0,-49.0,6,0,10,84.0,85.0,82.0,83.0,68.33333333333333,20.333333333333332,20,20,20,5.0,-2.0,-3.0,-2.0,-38.333333333333336,-60.666666666666664,-4.0,-10.0,-7.0
90.0,81.0,80.0,82.0,64.0,21.666666666666668,20,20,19,79.0,79.0,79.0,79.0,52.0,-0.3333333333333333,17,9,15,13.0,8.0,7.0,8.0,25.0,43.66666666666667,17.0,18.0,13.0
75.0,76.0,74.0,75.0,42.0,-17.5,6,0,10,79.0,78.0,79.0,79.0,54.0,-1.6666666666666667,20,20,17,-6.0,-2.0,-2.0,-2.0,2.0,-7.5,-3.0,-1.0,-8.0
78.0,81.0,77.0,78.0,53.666666666666664,-1.3333333333333333,7,3,14,78.0,78.0,75.0,76.0,59.0,8.0,4,1,16,-1.0,5.0,2.0,3.0,53.666666666666664,67.66666666666667,7.0,3.0,14.0
77.0,74.0,76.0,76.0,39.333333333333336,-15.333333333333334,4,4,6,74.0,74.0,74.0,74.0,21.0,-49.0,6,0,10,6.0,3.0,3.0,4.0,-1.6666666666666643,9.333333333333334,-2.0,-2.0,-5.0
76.0,76.0,77.0,76.0,44.333333333333336,-17.333333333333332,7,5,14,84.0,86.0,86.0,85.0,88.33333333333333,63.333333333333336,19,19,20,-6.0,-8.0,-2.0,-5.0,-16.666666666666664,-29.0,-3.0,-5.0,-3.0
84.0,85.0,82.0,83.0,68.33333333333333,20.333333333333332,20,20,20,72.0,74.0,73.0,73.0,0.0,-69.0,0,0,0,4.0,9.0,8.0,7.0,18.999999999999993,19.0,10.0,10.0,6.0
77.0,76.0,74.0,76.0,45.333333333333336,-15.333333333333334,9,8,11,83.0,79.0,77.0,79.0,62.333333333333336,15.333333333333334,20,20,20,1.0,1.0,-1.0,0.0,-12.666666666666664,-18.0,-1.0,-2.0,-4.0
78.0,78.0,75.0,76.0,59.0,8.0,4,1,16,76.0,77.0,74.0,76.0,44.666666666666664,-16.666666666666668,13,9,15,-5.0,-7.0,-6.0,-7.0,-3.6666666666666643,-13.0,-5.0,-8.0,-2.0
86.0,83.0,85.0,84.0,88.33333333333333,48.333333333333336,20,20,20,75.0,76.0,74.0,75.0,42.0,-17.5,6,0,10,2.0,2.0,3.0,2.0,8.333333333333329,-2.0,10.0,10.0,0.0
85.0,84.0,83.0,84.0,68.66666666666667,23.333333333333332,20,20,20,82.0,81.0,78.0,80.0,60.0,15.666666666666666,9,7,20,11.0,11.0,12.0,11.0,68.66666666666667,92.33333333333333,20.0,20.0,20.0
90.0,81.0,80.0,82.0,64.0,21.666666666666668,20,20,19,79.0,75.0,75.0,76.0,44.666666666666664,-14.0,18,4,18,16.0,10.0,11.0,11.0,64.0,90.66666666666667,19.0,20.0,17.0
79.0,79.0,79.0,79.0,52.0,-0.3333333333333333,17,9,15,79.0,78.0,79.0,79.0,54.0,-1.6666666666666667,20,20,17,3.0,6.0,7.0,6.0,12.5,22.666666666666668,12.0,8.0,5.0
78.0,81.0,77.0,78.0,53.666666666666664,-1.3333333333333333,7,3,14,79.0,76.0,77.0,78.0,45.0,-8.5,17,2,15,6.0,7.0,5.0,4.0,11.666666666666664,12.333333333333332,-3.0,-7.0,-1.0
83.0,79.0,77.0,79.0,62.333333333333336,15.333333333333334,20,20,20,77.0,74.0,76.0,76.0,39.333333333333336,-15.333333333333334,4,4,6,-1.0,-1.0,-4.0,-2.0,-9.333333333333336,-18.666666666666664,10.0,10.0,0.0
79.0,76.0,77.0,78.0,45.0,-8.5,17,2,15,90.0,81.0,80.0,82.0,64.0,21.666666666666668,20,20,19,-5.0,-7.0,-3.0,-4.0,-40.0,-56.166666666666664,7.0,-8.0,-5.0
72.0,74.0,73.0,73.0,0.0,-69.0,0,0,0,79.0,79.0,79.0,79.0,52.0,-0.3333333333333333,17,9,15,-4.0,-1.0,-2.0,-3.0,-46.0,-58.0,-3.0,-3.0,-10.0
79.0,78.0,79.0,79.0,54.0,-1.6666666666666667,20,20,17,85.0,84.0,83.0,84.0,68.66666666666667,23.333333333333332,20,20,20,1.0,3.0,5.0,4.0,11.666666666666664,11.333333333333334,13.0,16.0,6.0
82.0,81.0,78.0,80.0,60.0,15.666666666666666,9,7,20,77.0,76.0,74.0,76.0,45.333333333333336,-15.333333333333334,9,8,11,1.0,2.0,-2.0,0.0,-9.0,-14.666666666666666,-1.0,-3.0,1.0
84.0,86.0,86.0,85.0,88.33333333333333,63.333333333333336,19,19,20,86.0,83.0,85.0,84.0,88.33333333333333,48.333333333333336,20,20,20,15.0,10.0,9.0,9.0,28.999999999999993,51.66666666666667,9.0,9.0,3.0
79.0,75.0,75.0,76.0,44.666666666666664,-14.0,18,4,18,78.0,81.0,77.0,78.0,53.666666666666664,-1.3333333333333333,7,3,14,3.0,0.0,0.0,0.0,-13.333333333333336,-16.666666666666668,8.0,-6.0,3.0
74.0,74.0,74.0,74.0,21.0,-49.0,6,0,10,76.0,76.0,77.0,76.0,44.333333333333336,-17.333333333333332,7,5,14,-5.0,-2.0,-1.0,-1.0,21.0,20.0,6.0,0.0,10.0
76.0,77.0,74.0,76.0,44.666666666666664,-16.666666666666668,13,9,15,84.0,85.0,82.0,83.0,68.33333333333333,20.333333333333332,20,20,20,-1.0,4.0,1.0,2.0,5.666666666666664,5.333333333333332,10.0,7.0,9.0
75.0,76.0,74.0,75.0,42.0,-17.5,6,0,10,78.0,78.0,75.0,76.0,59.0,8.0,4,1,16,-6.0,-2.0,-2.0,-2.0,2.0,-7.5,-3.0,-1.0,-8.0
79.0,76.0,77.0,78.0,45.0,-8.5,17,2,15,86.0,83.0,85.0,84.0,88.33333333333333,48.333333333333336,20,20,20,-1.0,0.0,3.0,2.0,-4.333333333333336,-9.833333333333334,7.0,-8.0,1.0
79.0,78.0,79.0,79.0,54.0,-1.6666666666666667,20,20,17,77.0,76.0,74.0,76.0,45.333333333333336,-15.333333333333334,9,8,11,8.0,7.0,6.0,7.0,13.0,23.0,14.0,14.0,6.0
78.0,78.0,75.0,76.0,59.0,8.0,4,1,16,84.0,85.0,82.0,83.0,68.33333333333333,20.333333333333332,20,20,20,4.0,3.0,2.0,2.0,14.333333333333336,23.666666666666664,-6.0,-9.0,1.0
85.0,84.0,83.0,84.0,68.66666666666667,23.333333333333332,20,20,20,74.0,74.0,74.0,74.0,21.0,-49.0,6,0,10,3.0,0.0,4.0,3.0,7.666666666666671,11.666666666666666,10.0,10.0,3.0
79.0,75.0,75.0,76.0,44.666666666666664,-14.0,18,4,18,82.0,81.0,78.0,80.0,60.0,15.666666666666666,9,7,20,-4.0,-10.0,-6.0,-7.0,-18.0,-35.0,9.0,-5.0,0.0
76.0,77.0,74.0,76.0,44.666666666666664,-16.666666666666668,13,9,15,83.0,79.0,77.0,79.0,62.333333333333336,15.333333333333334,20,20,20,0.0,4.0,2.0,3.0,5.166666666666664,6.333333333333332,8.0,8.0,5.0
90.0,81.0,80.0,82.0,64.0,21.666666666666668,20,20,19,77.0,74.0,76.0,76.0,39.333333333333336,-15.333333333333334,4,4,6,16.0,10.0,11.0,11.0,64.0,90.66666666666667,19.0,20.0,17.0
75.0,76.0,74.0,75.0,42.0,-17.5,6,0,10,72.0,74.0,73.0,73.0,0.0,-69.0,0,0,0,3.0,2.0,2.0,1.0,0.0,-3.833333333333334,-4.0,-10.0,-5.0
79.0,79.0,79.0,79.0,52.0,-0.3333333333333333,17,9,15,76.0,76.0,77.0,76.0,44.333333333333336,-17.333333333333332,7,5,14,5.0,6.0,8.0,6.0,52.0,68.66666666666667,17.0,9.0,15.0
78.0,81.0,77.0,78.0,53.666666666666664,-1.3333333333333333,7,3,14,84.0,86.0,86.0,85.0,88.33333333333333,63.333333333333336,19,19,20,2.0,6.0,2.0,2.0,7.666666666666664,9.666666666666666,4.0,0.0,4.0
83.0,79.0,77.0,79.0,62.333333333333336,15.333333333333334,20,20,20,85.0,84.0,83.0,84.0,68.66666666666667,23.333333333333332,20,20,20,-1.0,-2.0,-5.0,-3.0,-17.666666666666664,-35.0,10.0,10.0,0.0
72.0,74.0,73.0,73.0,0.0,-69.0,0,0,0,90.0,81.0,80.0,82.0,64.0,21.666666666666668,20,20,19,-12.0,-9.0,-7.0,-9.0,-85.0,-116.66666666666666,-10.0,-10.0,-20.0
77.0,74.0,76.0,76.0,39.333333333333336,-15.333333333333334,4,4,6,76.0,77.0,74.0,76.0,44.666666666666664,-16.666666666666668,13,9,15,-4.0,-5.0,-4.0,-4.0,-29.666666666666664,-45.666666666666664,-6.0,-6.0,-13.0
76.0,76.0,77.0,76.0,44.333333333333336,-17.333333333333332,7,5,14,78.0,81.0,77.0,78.0,53.666666666666664,-1.3333333333333333,7,3,14,-2.0,1.0,3.0,1.0,2.0,-4.333333333333332,0.0,1.0,3.0
84.0,85.0,82.0,83.0,68.33333333333333,20.333333333333332,20,20,20,79.0,79.0,79.0,79.0,52.0,-0.3333333333333333,17,9,15,0.0,5.0,1.0,2.0,-3.333333333333343,-13.666666666666668,10.0,10.0,0.0
77.0,76.0,74.0,76.0,45.333333333333336,-15.333333333333334,9,8,11,78.0,78.0,75.0,76.0,59.0,8.0,4,1,16,3.0,5.0,5.0,5.0,45.333333333333336,53.666666666666664,8.0,8.0,9.0
82.0,81.0,78.0,80.0,60.0,15.666666666666666,9,7,20,79.0,76.0,77.0,78.0,45.0,-8.5,17,2,15,10.0,7.0,6.0,6.0,18.0,29.333333333333332,-1.0,-3.0,5.0
86.0,83.0,85.0,84.0,88.33333333333333,48.333333333333336,20,20,20,79.0,78.0,79.0,79.0,54.0,-1.6666666666666667,20,20,17,2.0,3.0,4.0,3.0,16.666666666666657,14.333333333333336,10.0,10.0,0.0
84.0,86.0,86.0,85.0,88.33333333333333,63.333333333333336,19,19,20,75.0,76.0,74.0,75.0,42.0,-17.5,6,0,10,8.0,11.0,11.0,9.0,42.33333333333333,74.33333333333334,16.0,16.0,10.0
74.0,74.0,74.0,74.0,21.0,-49.0,6,0,10,79.0,75.0,75.0,76.0,44.666666666666664,-14.0,18,4,18,-2.0,1.0,2.0,1.0,-18.5,-26.0,1.0,-1.0,0.0
79.0,76.0,77.0,78.0,45.0,-8.5,17,2,15,74.0,74.0,74.0,74.0,21.0,-49.0,6,0,10,5.0,3.0,6.0,5.0,45.0,60.5,17.0,2.0,15.0
79.0,78.0,79.0,79.0,54.0,-1.6666666666666667,20,20,17,84.0,85.0,82.0,83.0,68.33333333333333,20.333333333333332,20,20,20,-5.0,-5.0,-1.0,-3.0,-31.0,-49.33333333333333,10.0,10.0,-3.0
78.0,78.0,75.0,76.0,59.0,8.0,4,1,16,84.0,86.0,86.0,85.0,88.33333333333333,63.333333333333336,19,19,20,0.0,3.0,1.0,1.0,16.666666666666664,21.0,-3.0,-3.0,5.0
85.0,84.0,83.0,84.0,68.66666666666667,23.333333333333332,20,20,20,72.0,74.0,73.0,73.0,0.0,-69.0,0,0,0,4.0,5.0,3.0,4.0,-0.3333333333333286,-7.0,10.0,10.0,1.0
79.0,75.0,75.0,76.0,44.666666666666664,-14.0,18,4,18,86.0,83.0,85.0,84.0,88.33333333333333,48.333333333333336,20,20,20,-5.0,-6.0,-7.0,-6.0,-35.333333333333336,-64.33333333333334,8.0,-6.0,-2.0
76.0,77.0,74.0,76.0,44.666666666666664,-16.666666666666668,13,9,15,77.0,76.0,74.0,76.0,45.333333333333336,-15.333333333333334,9,8,11,-4.0,1.0,0.0,0.0,-4.666666666666671,-18.0,3.0,-1.0,1.0
90.0,81.0,80.0,82.0,64.0,21.666666666666668,20,20,19,82.0,81.0,78.0,80.0,60.0,15.666666666666666,9,7,20,9.0,3.0,4.0,5.0,24.0,31.666666666666668,11.0,19.0,1.0
75.0,76.0,74.0,75.0,42.0,-17.5,6,0,10,76.0,76.0,77.0,76.0,44.333333333333336,-17.333333333333332,7,5,14,1.0,1.0,1.0,1.0,-2.6666666666666643,-1.833333333333334,-4.0,-10.0,-5.0
79.0,79.0,79.0,79.0,52.0,-0.3333333333333333,17,9,15,83.0,79.0,77.0,79.0,62.333333333333336,15.333333333333334,20,20,20,8.0,8.0,6.0,7.0,11.0,24.333333333333336,11.0,3.0,4.0
78.0,81.0,77.0,78.0,53.666666666666664,-1.3333333333333333,7,3,14,77.0,74.0,76.0,76.0,39.333333333333336,-15.333333333333334,4,4,6,9.0,5.0,0.0,2.0,-5.666666666666671,-13.0,-3.0,-7.0,-3.0
83.0,79.0,77.0,79.0,62.333333333333336,15.333333333333334,20,20,20,78.0,78.0,75.0,76.0,59.0,8.0,4,1,16,0.0,-6.0,-4.0,-4.0,-0.3333333333333286,-5.666666666666666,11.0,11.0,2.0
72.0,74.0,73.0,73.0,0.0,-69.0,0,0,0,76.0,77.0,74.0,76.0,44.666666666666664,-16.666666666666668,13,9,15,-4.0,-1.0,-2.0,-3.0,-58.0,-71.66666666666667,-10.0,-10.0,-15.0
77.0,74.0,76.0,76.0,39.333333333333336,-15.333333333333334,4,4,6,85.0,84.0,83.0,84.0,68.66666666666667,23.333333333333332,20,20,20,0.0,1.0,3.0,2.0,0.3333333333333357,6.666666666666666,1.0,2.0,0.0
76.0,76.0,77.0,76.0,44.333333333333336,-17.333333333333332,7,5,14,79.0,76.0,77.0,78.0,45.0,-8.5,17,2,15,-3.0,0.0,2.0,1.0,44.333333333333336,51.66666666666667,7.0,5.0,14.0
84.0,85.0,82.0,83.0,68.33333333333333,20.333333333333332,20,20,20,78.0,81.0,77.0,78.0,53.666666666666664,-1.3333333333333333,7,3,14,2.0,1.0,3.0,2.0,7.333333333333329,8.666666666666666,10.0,10.0,3.0
77.0,76.0,74.0,76.0,45.333333333333336,-15.333333333333334,9,8,11,75.0,76.0,74.0,75.0,42.0,-17.5,6,0,10,-4.0,-2.0,-2.0,-1.0,5.333333333333336,-5.333333333333334,0.0,7.0,-7.0
82.0,81.0,78.0,80.0,60.0,15.666666666666666,9,7,20,79.0,78.0,79.0,79.0,54.0,-1.6666666666666667,20,20,17,8.0,6.0,5.0,6.0,15.333333333333336,31.333333333333332,-1.0,-3.0,5.0
86.0,83.0,85.0,84.0,88.33333333333333,48.333333333333336,20,20,20,90.0,81.0,80.0,82.0,64.0,21.666666666666668,20,20,19,7.0,7.0,10.0,9.0,88.33333333333333,117.33333333333334,20.0,20.0,20.0
84.0,86.0,86.0,85.0,88.33333333333333,63.333333333333336,19,19,20,79.0,75.0,75.0,76.0,44.666666666666664,-14.0,18,4,18,7.0,13.0,13.0,11.0,49.33333333333333,85.33333333333334,16.0,17.0,14.0
74.0,74.0,74.0,74.0,21.0,-49.0,6,0,10,79.0,79.0,79.0,79.0,52.0,-0.3333333333333333,17,9,15,-2.0,-1.0,-1.0,-2.0,-37.0,-51.666666666666664,-4.0,-10.0,-5.0
79.0,76.0,77.0,78.0,45.0,-8.5,17,2,15,77.0,76.0,74.0,76.0,45.333333333333336,-15.333333333333334,9,8,11,-1.0,0.0,3.0,2.0,-4.333333333333336,-9.833333333333334,7.0,-8.0,1.0
79.0,78.0,79.0,79.0,54.0,-1.6666666666666667,20,20,17,72.0,74.0,73.0,73.0,0.0,-69.0,0,0,0,8.0,7.0,6.0,7.0,13.0,23.0,14.0,14.0,6.0
78.0,78.0,75.0,76.0,59.0,8.0,4,1,16,77.0,74.0,76.0,76.0,39.333333333333336,-15.333333333333334,4,4,6,-4.0,-6.0,-4.0,-5.0,-2.0,-3.666666666666666,-6.0,-9.0,-1.0
85.0,84.0,83.0,84.0,68.66666666666667,23.333333333333332,20,20,20,84.0,85.0,82.0,83.0,68.33333333333333,20.333333333333332,20,20,20,16.0,8.0,6.0,8.0,9.333333333333336,11.666666666666666,10.0,10.0,3.0
79.0,75.0,75.0,76.0,44.666666666666664,-14.0,18,4,18,83.0,79.0,77.0,79.0,62.333333333333336,15.333333333333334,20,20,20,-4.0,-10.0,-6.0,-7.0,-18.0,-35.0,9.0,-5.0,0.0
76.0,77.0,74.0,76.0,44.666666666666664,-16.666666666666668,13,9,15,86.0,83.0,85.0,84.0,88.33333333333333,48.333333333333336,20,20,20,2.0,4.0,3.0,3.0,44.666666666666664,52.33333333333333,13.0,9.0,15.0
90.0,81.0,80.0,82.0,64.0,21.666666666666668,20,20,19,76.0,76.0,77.0,76.0,44.333333333333336,-17.333333333333332,7,5,14,14.0,6.0,5.0,6.0,18.0,32.66666666666667,17.0,17.0,9.0
75.0,76.0,74.0,75.0,42.0,-17.5,6,0,10,82.0,81.0,78.0,80.0,60.0,15.666666666666666,9,7,20,1.0,5.0,5.0,4.0,42.0,51.5,5.0,0.0,8.0
79.0,79.0,79.0,79.0,52.0,-0.3333333333333333,17,9,15,84.0,86.0,86.0,85.0,88.33333333333333,63.333333333333336,19,19,20,-5.0,-2.0,-3.0,-3.0,-28.0,-50.66666666666667,7.0,-1.0,-5.0
78.0,81.0,77.0,78.0,53.666666666666664,-1.3333333333333333,7,3,14,74.0,74.0,74.0,74.0,21.0,-49.0,6,0,10,-6.0,1.0,-4.0,-3.0,-18.000000000000007,-35.333333333333336,-3.0,-7.0,-6.0
83.0,79.0,77.0,79.0,62.333333333333336,15.333333333333334,20,20,20,79.0,78.0,79.0,79.0,54.0,-1.6666666666666667,20,20,17,7.0,6.0,5.0,6.0,22.833333333333336,38.333333333333336,15.0,19.0,10.0
72.0,74.0,73.0,73.0,0.0,-69.0,0,0,0,78.0,78.0,75.0,76.0,59.0,8.0,4,1,16,-6.0,-1.0,-1.0,-2.0,-42.333333333333336,-56.0,-7.0,-4.0,-11.0
77.0,74.0,76.0,76.0,39.333333333333336,-15.333333333333334,4,4,6,79.0,79.0,79.0,79.0,52.0,-0.3333333333333333,17,9,15,-4.0,-5.0,-4.0,-4.0,-29.666666666666664,-45.666666666666664,-6.0,-6.0,-13.0
76.0,76.0,77.0,76.0,44.333333333333336,-17.333333333333332,7,5,14,79.0,75.0,75.0,76.0,44.666666666666664,-14.0,18,4,18,4.0,2.0,5.0,2.0,2.3333333333333357,-3.666666666666666,-3.0,-5.0,-1.0
84.0,85.0,82.0,83.0,68.33333333333333,20.333333333333332,20,20,20,75.0,76.0,74.0,75.0,42.0,-17.5,6,0,10,0.0,2.0,2.0,1.0,-16.66666666666667,-27.333333333333332,10.0,10.0,0.0
77.0,76.0,74.0,76.0,45.333333333333336,-15.333333333333334,9,8,11,85.0,84.0,83.0,84.0,68.66666666666667,23.333333333333332,20,20,20,8.0,0.0,-3.0,0.0,-14.0,-27.0,-1.0,-2.0,-6.0
82.0,81.0,78.0,80.0,60.0,15.666666666666666,9,7,20,76.0,77.0,74.0,76.0,44.666666666666664,-16.666666666666668,13,9,15,13.0,5.0,1.0,4.0,0.6666666666666643,4.0,-1.0,-3.0,3.0
86.0,83.0,85.0,84.0,88.33333333333333,48.333333333333336,20,20,20,78.0,81.0,77.0,78.0,53.666666666666664,-1.3333333333333333,7,3,14,6.0,7.0,11.0,8.0,38.99999999999999,47.0,10.0,10.0,6.0
84.0,86.0,86.0,85.0,88.33333333333333,63.333333333333336,19,19,20,79.0,76.0,77.0,78.0,45.0,-8.5,17,2,15,6.0,11.0,12.0,10.0,45.99999999999999,76.33333333333334,12.0,15.0,9.0
74.0,74.0,74.0,74.0,21.0,-49.0,6,0,10,90.0,81.0,80.0,82.0,64.0,21.666666666666668,20,20,19,-2.0,-1.0,-1.0,-2.0,-25.0,-38.0,3.0,-3.0,0.0
