Manager,Ranking
B. Vintilă,1469
J. Fossati,1469
C. Papură,1465
T. Gonias,1464
Eduardo Barros,1463
F. Stifano,1460
C. Vivas,1456
G. Álvarez,1455
M. Giampaolo,1448
S. Robinson,1445
P. Hubchev,1442
H. Çimşir,1441
A. Khatskevich,1430
Juan Garrido,1427
A. Pastoor,1422
D. Tedesco,1408
V. Evseev,1408
J. Jönsson,1407
J. Jansen,1406
A. Stramaccioni,1403
N. Frederiksen,1396
Oswaldo de Oliveira,1394
Tarek El Ashri,1388
M. Pellegrino,1386
Luis García,1385
Claudinei Oliveira,1382
Vágner Mancini,1381
R. Garde,1380
F. Celestini,1379
D. Zuraw,1377
C. Ilzer,1370
N. Apuzzo,1368
V. Montella,1357
Y. Ferrera,1354
M. Sredojević,1346
Vítor Oliveira,1346
J. Thelin,1344
S. Stoev,1340
H. Wolf,1328
Y. Kazama,1318
H. Hamzaoğlu,1317
B. Páník,1317
K. Praženica,1317
K. Runjaic,1313
A. Andreazzoli,1309
N. Pearson,1308
M. Schopp,1303
M. Allegri,1297
Bogdan Andone,1297
Micael Sequeira,1292
Beñat San José,1290
Hamada Sedki,1289
S. Pantelidis,1289
V. Hognon,1288
C. Michelsen,1282
Ali Maher,1280
S. Arveladze,1264
Z. Zagorčić,1260
L. Nilsen,1253
D. Khokhlov,1252
W. Centeno,1252
T. Boy,1250
T. Wright,1250
J. Friis,1247
J. Kentoš,1245
Natxo González,1242
M. Brosz,1238
C. Casey,1232
S. Poursaitidis,1231
S. Baumgart,1228
K. Novikov,1226
F. Benzarti,1220
F. Pedersen,1218
Z. Mamić,1212
F. Majidi,1210
F. Bustos,1204
M. Croitoru,1193
M. Denizli,1192
L. Magnin,1184
J. Vukušič,1184
A. Arias,1181
G. Iachini,1176
E. Lara,1172
L. Spalletti,1172
P. Troglio,1165
Eduardo Docampo,1163
K. Ingebrigtsen,1162
B. Priske,1160
Petit,1153
Daniel Ramos,1150
E. Mombaerts,1147
H. Fraser,1146
Adilson Batista,1138
M. Ševela,1138
F. Arce,1135
J. Michelsen,1131
S. Barker,1128
B. Korkmaz,1127
Mido,1126
Ehab Galal,1124
V. Kosovskyi,1120
U. Talay,1116
D. Uhrin,1109
D. Mykhailenko,1107
Ismael Rescalvo,1104
Helmi Toulan,1100
G. Simos,1099
J. Nekounam,1098
F. Mazzù,1094
R. Grigorchuk,1092
A. Kocaman,1090
Francisco,1089
I. Mamrot,1087
Nuno Santos,1087
Sylvinho,1077
V. Hansen,1077
R. Torres,1071
E. Corini,1069
P. Hoftych,1069
L. Gotti,1068
S. Orteman,1066
S. Escobar,1060
R. Fraser,1056
S. Henchoz,1055
Q. Qurbanov,1054
W. Nyirenda,1044
G. Florentín,1041
G. Holt,1040
A. Kjäll,1032
C. Martínez,1027
O. Upegui,1025
R. Kostyshin,1019
António Folha,1015
M. Oenning,1014
Pablo Machín,1011
A. Geiger,1009
T. Häberli,1007
M. Grigoriou,997
T. Popović,991
A. Holan,990
Park Choong-Kyun,990
A. Stanojević,990
N. Mapeza,987
G. Riddersholm,986
S. Maalen,985
D. Horejs,980
B. Labbadia,979
L. Bernardi,976
S. Genchev,972
Carlos Pérez,963
İ. Kartal,961
Magdy Abdel Aaty,960
V. Halilhodžić,957
K. Andersen,957
J. Gasset,957
M. Balbul,954
A. Carevic,951
J. Pautasso,950
José Arastey,949
I. Shalimov,948
Rui Faria,939
S. Valakari,938
Gonzalo García,938
A. Mantzios,937
J. Lennartsson,937
Javi Gracia,936
G. Bakke,935
Marcelo Salles,934
I. Leko,931
J. Klinsmann,921
S. Desabre,920
K. Schmidt,917
D. Skočić,915
L. Hadjiloukas,913
A. Groenendijk,909
H. Rydström,907
M. Rudan,906
C. Larsen,905
S. Ultee,904
J. Stegeman,903
A. Kombouare,900
C. Nielsen,899
M. Carrera,899
R. Fowler,899
Coelho,894
J. Zinnbauer,893
J. de la Torre,892
Andoni Iraola,892
Paco Jémez,891
A. Baga,890
L. Suárez,888
F. Berón,886
S. Tomarov,885
R. Sobolewski,885
L. Herrera,878
P. Escobar,872
M. Schneider,871
B. Henriksen,870
I. Iliev,868
B. Storck,860
I. Damonte,854
John Lammers,846
R. Mokwena,846
R. Nadvornik,845
A. Čović,844
A. Casanova,841
Youssef Anbar,840
T. Silberberger,839
M. Papszun,835
L. Eymael,832
Č. Janevski,831
Paulo Autuori,828
C. Ayala,828
J. González,828
P. Tramezzani,822
B. Barak,822
R. Bordin,818
M. Brys,817
A. Mercier,817
M. Hašek,816
H. Faraki,815
D. Alexa,805
J. Torrente,803
J. Sánchez Solá,803
D. Farrar,798
S. Pervushin,797
A. Tochilin,796
B. Mora,796
R. Khatibi,793
M. Rednic,790
D. Nicola,784
R. Mählich,783
N. Craviotto,782
L. Rivera,781
H. Eklund,781
I. Burchnall,780
I. Charalambous,777
Julio Velázquez,776
Y. Maksymov,775
J. Haspra,774
A. Schmidt,769
I. Chavos,769
Ayman El Mizzayn,768
I. Kopecký,761
B. McCarthy,758
A. Tomash,756
J. Goodwin,755
M. Kurz,754
N. Willig,753
H. Stevens,752
D. Martínez,752
F. Juarez,747
H.Vukas,746
G. Verbeek,744
S. Novoa,739
I. Poenaru,737
E. Sadeghi,732
V. Ivić,732
J. Ross,729
Y. Anastasiou,729
M. Kruscic,728
P. Sørensen,725
V. Moldovan,722
F. Straka,720
López Caro,720
H. Pedersen,719
M. Pehrsson,717
L. González,713
M. Jara,712
V. Piţurcă,707
A. Chervenkov,705
J. Olde Riekerink,704
M. Teguramori,702
M. Rastavac,701
I. Klymovskyi,699
S. Güneş,696
S. Kettlewell,693
Sandro Mendes,692
L. Ciobotariu,692
F. Mercadal,692
H. Nanami,690
R. Duarte,689
R. Cuello,685
J. Sanguinetti,682
M. Mohajeri,682
M. Kaplan,682
L. Petrović,678
Pedro Ribeiro,672
D. Gomes Da Rosa,667
Y. Damet,665
D. Oldrá,664
L. Romagnoli,664
I. Leonov,658
J. Giacone,657
I. Basay,653
D. Milanič,651
B. Uygun,647
A. Alessio,643
F. Ponweiser,643
Augusto Inácio,642
A. Čačić,640
R. Calle,633
M. Jalali,632
Seung-Hee Kim,632
Kim Hak-Chul,632
L. Islas,631
R. Donadoni,630
Liu Xueyu,630
Shen Xiangfu,630
I. Palut,629
L. Núñez,626
P. Christodoulou,626
E. Faber,625
B. Marioni,625
L. Grozavu,624
E. López,624
T. Grumser,623
Ricardo Soares,621
J. Vojvoda,621
Gomez Fernandez,620
A. Šoltís,614
C. Bergodi,612
H. Ortiz,612
Z. Krmpotić,611
Saket Elhami,610
C. Enache,610
K. Özdeş,610
Z. Manojlovic,608
Ž. Kopić,604
L. Marin,603
V. Cheburin,603
P. Dárdai,602
D. Hecking,602
S. Kasri,602
N. Beyaoui,601
W. Gutiérrez,600
V. Bernay,600
Juan Ferrando,599
N. Kostenoglou,599
E. Neagoe,598
D. Osella,598
D. Klafuric,597
N. Papavasiliou,596
B. Rice,595
M. Özdilek,592
G. Printant,588
T. Henry,587
M. Baroni,586
M. Philipp,585
M. Tartar,584
E. Kahyaoğlu,581
Manolo Jiménez,577
W. Schäfer,577
D. Alenichev,576
Pedro Barny,576
Tarek Yehia,576
E. Melikyan,575
C. László,571
G. Esmerado,564
A. Veselinović,561
A. Mendoza,560
G. van Bronckhorst,558
M. Scasny,556
M. Stolarczyk,556
J. Zielinski,556
Félix Vicente,553
J. Vera,543
Miguel Cardoso,543
M. Babbel,542
N. Hrnčár,542
Rui Borges,541
F. Ljungberg,539
E. Sturing,538
F. Palencia,536
G. Matosas,536
F. Ibenge,536
G. Jara,535
N. Kekez,535
Kiko Ramírez,533
Mohamed Ouda,532
S. Tashuev,531
B. van Dael,530
Saleh Al Mohammadi,527
Abdulrazak Alshabi,527
H. Velud,526
C. Johnson,523
E. Merrick,522
F. Grim,521
Toni Cosano,521
S. Parker,520
José Gomes,518
E. Almeida,518
Y. Vernydub,517
Hakeem Shakir,517
J. Magnin,516
J. Carrasco,514
K. Berdyev,512
A. Fyodorov,507
A. Skowronek,506
C. Pélissier,505
K. Moskal,505
S. Dramov,504
P. Donev,504
Robert Moreno,504
D. Dimitrov,504
R. Forestello,501
N. Gorosito,501
D. Jović,500
C. Toshack,499
M. Koņevs,499
E. Sözeri,498
T. Koskela,498
A. Rogic,496
D. Arnaud,493
Othman Najjar,491
A. Grigoryan,490
A. Guľa,490
J. Bernal,489
F. Kamalvand,488
Andrey Lopes,488
Marcelo Cabo,487
A. Souayah,486
A. Stajcic,484
M. Jacobacci,481
P. Drsek,476
I. Bišćan,476
K. Zouaghi,472
D. Stendel,470
J. Čepi Majoroš,469
G. Paraschos,469
A. Tarkhanov,468
N. Sanvicente,466
J. Chávez,465
M. Retov,464
M. Sarasiabi,461
L. Kwasniok,460
H. Karaman,458
L. Ojrzynski,455
M. Ficcadenti,455
J. Kameník,455
L. Rocco,454
S. Vojneski,453
M. Cvitanović,452
B. Schommers,451
Y. Abukasis,450
M. Steijn,449
G. Segura,448
N. Gómez,448
Abdel Naser Mohamed,448
Adham El Selehdar,448
F. Antonetti,448
N. Warnock,446
M. Soria,446
L. Klusáček,446
A. Pulis,442
S. Bradley,442
C. Giraldo,439
D. Di Carlo,439
N. Miljanovic,437
K. Nielsen,435
C. Robinson,434
C. Recalde,432
F. Stoican,431
E. Eranosyan,431
M. Kostič,430
T. Motta,427
M. Krstičević,427
V. Minasyan,423
Fabri González,423
S. Belchev,420
N. Spasov,420
M. Ponce,416
A. Cañas,416
A. Restrepo,413
C. Sakkas,411
R. Marčok,410
M. García,410
C. Levein,409
D. Moyes,409
D. Ferguson,409
D. Healy,409
Al Fatih Al-Nagar,408
B. Ukishima,408
G. Munúa,406
Emerson Cris,406
I. Risso,405
D. Nowak,404
N. Lalatović,404
S. Hejkal,403
V. Andronache,397
M. Yakin,396
J. Rosinsky,395
S. Clarke,395
R. Geyer,393
H. Bossi,393
Z. Hornyák,393
N. Kirov,392
M. Horňák,392
L. Penev,392
José Mota,390
P. Sarmiento,390
J. Bodmer,390
R. Prosinečki,388
K. Muscat,385
J. Chay,385
A. Nouri,384
M. Ješić,384
A. Khashmanyan,384
D. Kerr,382
D. Holoubek,381
P. Rogan,380
H. Regragui,380
M. Smyła,379
F. Spasov,378
L. Soccoia,376
J. Cedergren,374
P. Heckingbottom,373
J. Marigny,372
O. Kearney,371
F. Çapa,370
M. Akçay,370
T. Lesesne,369
Borja Jiménez,366
A. Zhelyazkov,365
C. Prandelli,365
R. Kirilov,364
S. Bilić,364
O. Chyzhevsky,362
V. Miriuță,362
P. Engomitis,361
J. Real,359
E. Ferrera,358
R. Ibertsberger,357
J. Jarábek,357
F. Meneghini,356
J. Tolisano,356
R. Koković,354
R. Sanzhar,353
H. Abe,351
M. Bakkal,349
H. de Koning,348
Silas,348
R. Vidaković,347
E. Cruz,346
B. Friedel,345
R. Jans,344
G. Bedoya,342
M. Rosa,342
O. Zambrano,342
P. Garabello,341
F. Bozán,337
M. Süttö,337
P. de Muner,332
V. Kobin,332
F. Radaelli,332
J. Patalano,332
V. Gaćinović,329
G. Lettieri,328
Ricardo Colbachini,325
Bandar Basryh,324
Geninho,324
D. Mitov,323
B. Blavatskyy,321
Abdel Hamid Bassiouni,320
Z. Zekić,316
E. Parlatan,314
P. Ljung,312
R. Maaskant,312
J. Campos,311
M. Hristov,308
J. Honkavaara,308
G. Siviero,306
D. Canadi,306
A. Sheykhlari,305
G. Lwandamina,305
