home_team_attack,home_team_midfield,home_team_defense,home_team_overall,home_team_past_points,home_team_past_goal_diff,home_team_past_appearances,home_team_past_possession,home_team_past_shots,home_team_past_shots_on_goal,home_team_streak,home_team_best_perf,away_team_attack,away_team_midfield,away_team_defense,away_team_overall,away_team_past_points,away_team_past_goal_diff,away_team_past_appearances,away_team_past_possession,away_team_past_shots,away_team_past_shots_on_goal,away_team_streak,away_team_best_perf,diff_team_attack,diff_team_midfield,diff_team_defense,diff_team_overall,diff_team_past_points,diff_team_past_goal_diff,diff_team_past_appearances,diff_team_past_possession,diff_team_past_shots,diff_team_past_shots_on_goal,diff_team_streak,diff_team_best_perf
86.0,83.0,85.0,84.0,88.33333333333333,48.333333333333336,20,62.675438596491226,15.56140350877193,5.885964912280702,20,20,79.0,79.0,79.0,79.0,52.0,-0.3333333333333333,17,45.1578947368421,11.631578947368421,4.254385964912281,9,15,7.0,4.0,6.0,5.0,36.33333333333333,48.66666666666667,3,17.517543859649123,3.9298245614035086,1.6315789473684212,11,5
84.0,86.0,86.0,85.0,88.33333333333333,63.333333333333336,19,66.16666666666667,17.640350877192983,6.5,19,20,85.0,84.0,83.0,84.0,68.66666666666667,23.333333333333332,20,55.57017543859649,13.956140350877194,5.719298245614035,20,20,-1.0,2.0,3.0,1.0,19.666666666666657,40.0,-1,10.596491228070178,3.6842105263157894,0.7807017543859649,-1,0
79.0,75.0,75.0,76.0,44.666666666666664,-14.0,18,39.03508771929825,10.868421052631579,3.6403508771929824,4,18,77.0,74.0,76.0,76.0,39.333333333333336,-15.333333333333334,4,48.48245614035088,11.578947368421053,3.456140350877193,4,6,2.0,1.0,-1.0,0.0,5.333333333333329,1.333333333333334,14,-9.44736842105263,-0.7105263157894743,0.18421052631578938,0,12
74.0,74.0,74.0,74.0,21.0,-49.0,6,49.3421052631579,10.763157894736842,3.4473684210526314,0,10,72.0,74.0,73.0,73.0,0.0,-69.0,0,0.0,0.0,0.0,0,0,2.0,0.0,1.0,1.0,21.0,20.0,6,49.3421052631579,10.763157894736842,3.4473684210526314,0,10
90.0,81.0,80.0,82.0,64.0,21.666666666666668,20,54.35087719298246,12.491228070175438,4.605263157894737,20,19,79.0,78.0,79.0,79.0,54.0,-1.6666666666666667,20,49.13157894736842,11.991228070175438,4.201754385964913,20,17,11.0,3.0,1.0,3.0,10.0,23.333333333333336,0,5.219298245614041,0.5,0.4035087719298245,0,2
75.0,76.0,74.0,75.0,42.0,-17.5,6,44.56578947368421,11.328947368421053,3.6052631578947367,0,10,83.0,79.0,77.0,79.0,62.333333333333336,15.333333333333334,20,55.28947368421053,11.596491228070175,4.131578947368421,20,20,-8.0,-3.0,-3.0,-4.0,-20.333333333333336,-32.833333333333336,-14,-10.723684210526315,-0.26754385964912153,-0.5263157894736845,-20,-10
78.0,81.0,77.0,78.0,53.666666666666664,-1.3333333333333333,7,48.08771929824562,12.289473684210526,3.982456140350877,3,14,77.0,76.0,74.0,76.0,45.333333333333336,-15.333333333333334,9,43.26315789473684,10.657894736842104,3.508771929824561,8,11,1.0,5.0,3.0,2.0,8.333333333333329,14.0,-2,4.824561403508774,1.6315789473684212,0.47368421052631593,-5,3
83.0,79.0,77.0,79.0,62.333333333333336,15.333333333333334,20,55.28947368421053,11.596491228070175,4.131578947368421,20,20,82.0,81.0,78.0,80.0,60.0,15.666666666666666,9,54.31578947368421,13.421052631578947,4.850877192982456,7,20,1.0,-2.0,-1.0,-1.0,2.3333333333333357,-0.33333333333333215,11,0.973684210526315,-1.8245614035087723,-0.7192982456140351,13,0
72.0,74.0,73.0,73.0,0.0,-69.0,0,0.0,0.0,0.0,0,0,76.0,76.0,77.0,76.0,44.333333333333336,-17.333333333333332,7,41.271929824561404,9.868421052631579,3.3157894736842106,5,14,-4.0,-2.0,-4.0,-3.0,-44.333333333333336,-51.66666666666667,-7,-41.271929824561404,-9.868421052631579,-3.3157894736842106,-5,-14
77.0,74.0,76.0,76.0,39.333333333333336,-15.333333333333334,4,48.48245614035088,11.578947368421053,3.456140350877193,4,6,86.0,83.0,85.0,84.0,88.33333333333333,48.333333333333336,20,62.675438596491226,15.56140350877193,5.885964912280702,20,20,-9.0,-9.0,-9.0,-8.0,-48.99999999999999,-63.66666666666667,-16,-14.19298245614035,-3.9824561403508767,-2.429824561403509,-16,-14
84.0,85.0,82.0,83.0,68.33333333333333,20.333333333333332,20,61.824561403508774,15.631578947368421,5.508771929824562,20,20,79.0,75.0,75.0,76.0,44.666666666666664,-14.0,18,39.03508771929825,10.868421052631579,3.6403508771929824,4,18,5.0,10.0,7.0,7.0,23.666666666666664,34.33333333333333,2,22.789473684210527,4.7631578947368425,1.8684210526315792,16,2
77.0,76.0,74.0,76.0,45.333333333333336,-15.333333333333334,9,43.26315789473684,10.657894736842104,3.508771929824561,8,11,84.0,86.0,86.0,85.0,88.33333333333333,63.333333333333336,19,66.16666666666667,17.640350877192983,6.5,19,20,-7.0,-10.0,-12.0,-9.0,-42.99999999999999,-78.66666666666667,-10,-22.90350877192983,-6.9824561403508785,-2.991228070175439,-11,-9
79.0,78.0,79.0,79.0,54.0,-1.6666666666666667,20,49.13157894736842,11.991228070175438,4.201754385964913,20,17,78.0,81.0,77.0,78.0,53.666666666666664,-1.3333333333333333,7,48.08771929824562,12.289473684210526,3.982456140350877,3,14,1.0,-3.0,2.0,1.0,0.3333333333333357,-0.3333333333333335,13,1.0438596491228012,-0.2982456140350873,0.21929824561403555,17,3
78.0,78.0,75.0,76.0,59.0,8.0,4,57.55263157894737,13.736842105263158,5.2368421052631575,1,16,74.0,74.0,74.0,74.0,21.0,-49.0,6,49.3421052631579,10.763157894736842,3.4473684210526314,0,10,4.0,4.0,1.0,2.0,38.0,57.0,-2,8.210526315789473,2.973684210526315,1.789473684210526,1,6
85.0,84.0,83.0,84.0,68.66666666666667,23.333333333333332,20,55.57017543859649,13.956140350877194,5.719298245614035,20,20,90.0,81.0,80.0,82.0,64.0,21.666666666666668,20,54.35087719298246,12.491228070175438,4.605263157894737,20,19,-5.0,3.0,3.0,2.0,4.666666666666671,1.6666666666666643,0,1.2192982456140342,1.4649122807017552,1.114035087719298,0,1
76.0,77.0,74.0,76.0,44.666666666666664,-16.666666666666668,13,48.21052631578947,12.333333333333334,4.482456140350878,9,15,75.0,76.0,74.0,75.0,42.0,-17.5,6,44.56578947368421,11.328947368421053,3.6052631578947367,0,10,1.0,1.0,0.0,1.0,2.6666666666666643,0.8333333333333321,7,3.64473684210526,1.0043859649122808,0.8771929824561409,9,5
79.0,79.0,79.0,79.0,52.0,-0.3333333333333333,17,45.1578947368421,11.631578947368421,4.254385964912281,9,15,79.0,76.0,77.0,78.0,45.0,-8.5,17,46.01315789473684,12.855263157894736,4.421052631578948,2,15,0.0,3.0,2.0,1.0,7.0,8.166666666666666,0,-0.8552631578947398,-1.223684210526315,-0.16666666666666696,7,0
79.0,76.0,77.0,78.0,45.0,-8.5,17,46.01315789473684,12.855263157894736,4.421052631578948,2,15,83.0,79.0,77.0,79.0,62.333333333333336,15.333333333333334,20,55.28947368421053,11.596491228070175,4.131578947368421,20,20,-4.0,-3.0,0.0,-1.0,-17.333333333333336,-23.833333333333336,-3,-9.276315789473685,1.2587719298245617,0.28947368421052655,-18,-5
76.0,76.0,77.0,76.0,44.333333333333336,-17.333333333333332,7,41.271929824561404,9.868421052631579,3.3157894736842106,5,14,76.0,77.0,74.0,76.0,44.666666666666664,-16.666666666666668,13,48.21052631578947,12.333333333333334,4.482456140350878,9,15,0.0,-1.0,3.0,0.0,-0.3333333333333286,-0.6666666666666643,-6,-6.938596491228068,-2.464912280701755,-1.166666666666667,-4,-1
82.0,81.0,78.0,80.0,60.0,15.666666666666666,9,54.31578947368421,13.421052631578947,4.850877192982456,7,20,72.0,74.0,73.0,73.0,0.0,-69.0,0,0.0,0.0,0.0,0,0,10.0,7.0,5.0,7.0,60.0,84.66666666666667,9,54.31578947368421,13.421052631578947,4.850877192982456,7,20
86.0,83.0,85.0,84.0,88.33333333333333,48.333333333333336,20,62.675438596491226,15.56140350877193,5.885964912280702,20,20,85.0,84.0,83.0,84.0,68.66666666666667,23.333333333333332,20,55.57017543859649,13.956140350877194,5.719298245614035,20,20,1.0,-1.0,2.0,0.0,19.666666666666657,25.000000000000004,0,7.105263157894733,1.6052631578947363,0.16666666666666696,0,0
84.0,86.0,86.0,85.0,88.33333333333333,63.333333333333336,19,66.16666666666667,17.640350877192983,6.5,19,20,77.0,74.0,76.0,76.0,39.333333333333336,-15.333333333333334,4,48.48245614035088,11.578947368421053,3.456140350877193,4,6,7.0,12.0,10.0,9.0,48.99999999999999,78.66666666666667,15,17.684210526315795,6.06140350877193,3.043859649122807,15,14
79.0,75.0,75.0,76.0,44.666666666666664,-14.0,18,39.03508771929825,10.868421052631579,3.6403508771929824,4,18,77.0,76.0,74.0,76.0,45.333333333333336,-15.333333333333334,9,43.26315789473684,10.657894736842104,3.508771929824561,8,11,2.0,-1.0,1.0,0.0,-0.6666666666666714,1.333333333333334,9,-4.228070175438596,0.21052631578947434,0.13157894736842124,-4,7
74.0,74.0,74.0,74.0,21.0,-49.0,6,49.3421052631579,10.763157894736842,3.4473684210526314,0,10,84.0,85.0,82.0,83.0,68.33333333333333,20.333333333333332,20,61.824561403508774,15.631578947368421,5.508771929824562,20,20,-10.0,-11.0,-8.0,-9.0,-47.33333333333333,-69.33333333333333,-14,-12.482456140350877,-4.868421052631579,-2.0614035087719302,-20,-10
90.0,81.0,80.0,82.0,64.0,21.666666666666668,20,54.35087719298246,12.491228070175438,4.605263157894737,20,19,79.0,79.0,79.0,79.0,52.0,-0.3333333333333333,17,45.1578947368421,11.631578947368421,4.254385964912281,9,15,11.0,2.0,1.0,3.0,12.0,22.0,3,9.192982456140356,0.8596491228070171,0.35087719298245634,11,4
75.0,76.0,74.0,75.0,42.0,-17.5,6,44.56578947368421,11.328947368421053,3.6052631578947367,0,10,79.0,78.0,79.0,79.0,54.0,-1.6666666666666667,20,49.13157894736842,11.991228070175438,4.201754385964913,20,17,-4.0,-2.0,-5.0,-4.0,-12.0,-15.833333333333334,-14,-4.565789473684205,-0.6622807017543852,-0.596491228070176,-20,-7
78.0,81.0,77.0,78.0,53.666666666666664,-1.3333333333333333,7,48.08771929824562,12.289473684210526,3.982456140350877,3,14,78.0,78.0,75.0,76.0,59.0,8.0,4,57.55263157894737,13.736842105263158,5.2368421052631575,1,16,0.0,3.0,2.0,2.0,-5.333333333333336,-9.333333333333334,3,-9.464912280701753,-1.4473684210526319,-1.2543859649122804,2,-2
77.0,74.0,76.0,76.0,39.333333333333336,-15.333333333333334,4,48.48245614035088,11.578947368421053,3.456140350877193,4,6,74.0,74.0,74.0,74.0,21.0,-49.0,6,49.3421052631579,10.763157894736842,3.4473684210526314,0,10,3.0,0.0,2.0,2.0,18.333333333333336,33.666666666666664,-2,-0.8596491228070207,0.8157894736842106,0.008771929824561653,4,-4
76.0,76.0,77.0,76.0,44.333333333333336,-17.333333333333332,7,41.271929824561404,9.868421052631579,3.3157894736842106,5,14,84.0,86.0,86.0,85.0,88.33333333333333,63.333333333333336,19,66.16666666666667,17.640350877192983,6.5,19,20,-8.0,-10.0,-9.0,-9.0,-43.99999999999999,-80.66666666666667,-12,-24.894736842105267,-7.771929824561404,-3.1842105263157894,-14,-6
84.0,85.0,82.0,83.0,68.33333333333333,20.333333333333332,20,61.824561403508774,15.631578947368421,5.508771929824562,20,20,72.0,74.0,73.0,73.0,0.0,-69.0,0,0.0,0.0,0.0,0,0,12.0,11.0,9.0,10.0,68.33333333333333,89.33333333333333,20,61.824561403508774,15.631578947368421,5.508771929824562,20,20
77.0,76.0,74.0,76.0,45.333333333333336,-15.333333333333334,9,43.26315789473684,10.657894736842104,3.508771929824561,8,11,83.0,79.0,77.0,79.0,62.333333333333336,15.333333333333334,20,55.28947368421053,11.596491228070175,4.131578947368421,20,20,-6.0,-3.0,-3.0,-3.0,-17.0,-30.666666666666668,-11,-12.026315789473685,-0.9385964912280702,-0.62280701754386,-12,-9
78.0,78.0,75.0,76.0,59.0,8.0,4,57.55263157894737,13.736842105263158,5.2368421052631575,1,16,76.0,77.0,74.0,76.0,44.666666666666664,-16.666666666666668,13,48.21052631578947,12.333333333333334,4.482456140350878,9,15,2.0,1.0,1.0,0.0,14.333333333333336,24.666666666666668,-9,9.342105263157897,1.4035087719298236,0.7543859649122799,-8,1
86.0,83.0,85.0,84.0,88.33333333333333,48.333333333333336,20,62.675438596491226,15.56140350877193,5.885964912280702,20,20,75.0,76.0,74.0,75.0,42.0,-17.5,6,44.56578947368421,11.328947368421053,3.6052631578947367,0,10,11.0,7.0,11.0,9.0,46.33333333333333,65.83333333333334,14,18.109649122807014,4.232456140350877,2.2807017543859653,20,10
85.0,84.0,83.0,84.0,68.66666666666667,23.333333333333332,20,55.57017543859649,13.956140350877194,5.719298245614035,20,20,82.0,81.0,78.0,80.0,60.0,15.666666666666666,9,54.31578947368421,13.421052631578947,4.850877192982456,7,20,3.0,3.0,5.0,4.0,8.666666666666671,7.666666666666666,11,1.2543859649122808,0.5350877192982466,0.8684210526315788,13,0
90.0,81.0,80.0,82.0,64.0,21.666666666666668,20,54.35087719298246,12.491228070175438,4.605263157894737,20,19,79.0,75.0,75.0,76.0,44.666666666666664,-14.0,18,39.03508771929825,10.868421052631579,3.6403508771929824,4,18,11.0,6.0,5.0,6.0,19.333333333333336,35.66666666666667,2,15.315789473684212,1.6228070175438596,0.9649122807017547,16,1
79.0,79.0,79.0,79.0,52.0,-0.3333333333333333,17,45.1578947368421,11.631578947368421,4.254385964912281,9,15,79.0,78.0,79.0,79.0,54.0,-1.6666666666666667,20,49.13157894736842,11.991228070175438,4.201754385964913,20,17,0.0,1.0,0.0,0.0,-2.0,1.3333333333333335,-3,-3.973684210526315,-0.3596491228070171,0.05263157894736814,-11,-2
78.0,81.0,77.0,78.0,53.666666666666664,-1.3333333333333333,7,48.08771929824562,12.289473684210526,3.982456140350877,3,14,79.0,76.0,77.0,78.0,45.0,-8.5,17,46.01315789473684,12.855263157894736,4.421052631578948,2,15,-1.0,5.0,0.0,0.0,8.666666666666664,7.166666666666667,-10,2.074561403508774,-0.5657894736842106,-0.43859649122807065,1,-1
83.0,79.0,77.0,79.0,62.333333333333336,15.333333333333334,20,55.28947368421053,11.596491228070175,4.131578947368421,20,20,77.0,74.0,76.0,76.0,39.333333333333336,-15.333333333333334,4,48.48245614035088,11.578947368421053,3.456140350877193,4,6,6.0,5.0,1.0,3.0,23.0,30.666666666666668,16,6.807017543859651,0.01754385964912153,0.6754385964912282,16,14
79.0,76.0,77.0,78.0,45.0,-8.5,17,46.01315789473684,12.855263157894736,4.421052631578948,2,15,90.0,81.0,80.0,82.0,64.0,21.666666666666668,20,54.35087719298246,12.491228070175438,4.605263157894737,20,19,-11.0,-5.0,-3.0,-4.0,-19.0,-30.166666666666668,-3,-8.337719298245617,0.36403508771929793,-0.18421052631578938,-18,-4
72.0,74.0,73.0,73.0,0.0,-69.0,0,0.0,0.0,0.0,0,0,79.0,79.0,79.0,79.0,52.0,-0.3333333333333333,17,45.1578947368421,11.631578947368421,4.254385964912281,9,15,-7.0,-5.0,-6.0,-6.0,-52.0,-68.66666666666667,-17,-45.1578947368421,-11.631578947368421,-4.254385964912281,-9,-15
79.0,78.0,79.0,79.0,54.0,-1.6666666666666667,20,49.13157894736842,11.991228070175438,4.201754385964913,20,17,85.0,84.0,83.0,84.0,68.66666666666667,23.333333333333332,20,55.57017543859649,13.956140350877194,5.719298245614035,20,20,-6.0,-6.0,-4.0,-5.0,-14.666666666666671,-25.0,0,-6.4385964912280755,-1.9649122807017552,-1.5175438596491224,0,-3
82.0,81.0,78.0,80.0,60.0,15.666666666666666,9,54.31578947368421,13.421052631578947,4.850877192982456,7,20,77.0,76.0,74.0,76.0,45.333333333333336,-15.333333333333334,9,43.26315789473684,10.657894736842104,3.508771929824561,8,11,5.0,5.0,4.0,4.0,14.666666666666664,31.0,0,11.05263157894737,2.7631578947368425,1.3421052631578951,-1,9
84.0,86.0,86.0,85.0,88.33333333333333,63.333333333333336,19,66.16666666666667,17.640350877192983,6.5,19,20,86.0,83.0,85.0,84.0,88.33333333333333,48.333333333333336,20,62.675438596491226,15.56140350877193,5.885964912280702,20,20,-2.0,3.0,1.0,1.0,0.0,15.0,-1,3.4912280701754455,2.078947368421053,0.6140350877192979,-1,0
79.0,75.0,75.0,76.0,44.666666666666664,-14.0,18,39.03508771929825,10.868421052631579,3.6403508771929824,4,18,78.0,81.0,77.0,78.0,53.666666666666664,-1.3333333333333333,7,48.08771929824562,12.289473684210526,3.982456140350877,3,14,1.0,-6.0,-2.0,-2.0,-9.0,-12.666666666666666,11,-9.05263157894737,-1.421052631578947,-0.3421052631578947,1,4
74.0,74.0,74.0,74.0,21.0,-49.0,6,49.3421052631579,10.763157894736842,3.4473684210526314,0,10,76.0,76.0,77.0,76.0,44.333333333333336,-17.333333333333332,7,41.271929824561404,9.868421052631579,3.3157894736842106,5,14,-2.0,-2.0,-3.0,-2.0,-23.333333333333336,-31.666666666666668,-1,8.070175438596493,0.8947368421052637,0.1315789473684208,-5,-4
76.0,77.0,74.0,76.0,44.666666666666664,-16.666666666666668,13,48.21052631578947,12.333333333333334,4.482456140350878,9,15,84.0,85.0,82.0,83.0,68.33333333333333,20.333333333333332,20,61.824561403508774,15.631578947368421,5.508771929824562,20,20,-8.0,-8.0,-8.0,-7.0,-23.666666666666664,-37.0,-7,-13.614035087719301,-3.2982456140350873,-1.026315789473684,-11,-5
75.0,76.0,74.0,75.0,42.0,-17.5,6,44.56578947368421,11.328947368421053,3.6052631578947367,0,10,78.0,78.0,75.0,76.0,59.0,8.0,4,57.55263157894737,13.736842105263158,5.2368421052631575,1,16,-3.0,-2.0,-1.0,-1.0,-17.0,-25.5,2,-12.986842105263158,-2.4078947368421044,-1.6315789473684208,-1,-6
79.0,76.0,77.0,78.0,45.0,-8.5,17,46.01315789473684,12.855263157894736,4.421052631578948,2,15,86.0,83.0,85.0,84.0,88.33333333333333,48.333333333333336,20,62.675438596491226,15.56140350877193,5.885964912280702,20,20,-7.0,-7.0,-8.0,-6.0,-43.33333333333333,-56.833333333333336,-3,-16.662280701754383,-2.7061403508771935,-1.4649122807017543,-18,-5
79.0,78.0,79.0,79.0,54.0,-1.6666666666666667,20,49.13157894736842,11.991228070175438,4.201754385964913,20,17,77.0,76.0,74.0,76.0,45.333333333333336,-15.333333333333334,9,43.26315789473684,10.657894736842104,3.508771929824561,8,11,2.0,2.0,5.0,3.0,8.666666666666664,13.666666666666668,11,5.868421052631575,1.333333333333334,0.6929824561403515,12,6
78.0,78.0,75.0,76.0,59.0,8.0,4,57.55263157894737,13.736842105263158,5.2368421052631575,1,16,84.0,85.0,82.0,83.0,68.33333333333333,20.333333333333332,20,61.824561403508774,15.631578947368421,5.508771929824562,20,20,-6.0,-7.0,-7.0,-7.0,-9.333333333333329,-12.333333333333332,-16,-4.271929824561404,-1.8947368421052637,-0.27192982456140413,-19,-4
85.0,84.0,83.0,84.0,68.66666666666667,23.333333333333332,20,55.57017543859649,13.956140350877194,5.719298245614035,20,20,74.0,74.0,74.0,74.0,21.0,-49.0,6,49.3421052631579,10.763157894736842,3.4473684210526314,0,10,11.0,10.0,9.0,10.0,47.66666666666667,72.33333333333333,14,6.228070175438596,3.192982456140351,2.2719298245614037,20,10
79.0,75.0,75.0,76.0,44.666666666666664,-14.0,18,39.03508771929825,10.868421052631579,3.6403508771929824,4,18,82.0,81.0,78.0,80.0,60.0,15.666666666666666,9,54.31578947368421,13.421052631578947,4.850877192982456,7,20,-3.0,-6.0,-3.0,-4.0,-15.333333333333336,-29.666666666666664,9,-15.280701754385966,-2.552631578947368,-1.210526315789474,-3,-2
76.0,77.0,74.0,76.0,44.666666666666664,-16.666666666666668,13,48.21052631578947,12.333333333333334,4.482456140350878,9,15,83.0,79.0,77.0,79.0,62.333333333333336,15.333333333333334,20,55.28947368421053,11.596491228070175,4.131578947368421,20,20,-7.0,-2.0,-3.0,-3.0,-17.66666666666667,-32.0,-7,-7.078947368421055,0.7368421052631593,0.35087719298245634,-11,-5
90.0,81.0,80.0,82.0,64.0,21.666666666666668,20,54.35087719298246,12.491228070175438,4.605263157894737,20,19,77.0,74.0,76.0,76.0,39.333333333333336,-15.333333333333334,4,48.48245614035088,11.578947368421053,3.456140350877193,4,6,13.0,7.0,4.0,6.0,24.666666666666664,37.0,16,5.868421052631582,0.9122807017543852,1.149122807017544,16,13
75.0,76.0,74.0,75.0,42.0,-17.5,6,44.56578947368421,11.328947368421053,3.6052631578947367,0,10,72.0,74.0,73.0,73.0,0.0,-69.0,0,0.0,0.0,0.0,0,0,3.0,2.0,1.0,2.0,42.0,51.5,6,44.56578947368421,11.328947368421053,3.6052631578947367,0,10
79.0,79.0,79.0,79.0,52.0,-0.3333333333333333,17,45.1578947368421,11.631578947368421,4.254385964912281,9,15,76.0,76.0,77.0,76.0,44.333333333333336,-17.333333333333332,7,41.271929824561404,9.868421052631579,3.3157894736842106,5,14,3.0,3.0,2.0,3.0,7.666666666666664,17.0,10,3.8859649122806985,1.7631578947368425,0.9385964912280702,4,1
78.0,81.0,77.0,78.0,53.666666666666664,-1.3333333333333333,7,48.08771929824562,12.289473684210526,3.982456140350877,3,14,84.0,86.0,86.0,85.0,88.33333333333333,63.333333333333336,19,66.16666666666667,17.640350877192983,6.5,19,20,-6.0,-5.0,-9.0,-7.0,-34.666666666666664,-64.66666666666667,-12,-18.078947368421055,-5.350877192982457,-2.517543859649123,-16,-6
83.0,79.0,77.0,79.0,62.333333333333336,15.333333333333334,20,55.28947368421053,11.596491228070175,4.131578947368421,20,20,85.0,84.0,83.0,84.0,68.66666666666667,23.333333333333332,20,55.57017543859649,13.956140350877194,5.719298245614035,20,20,-2.0,-5.0,-6.0,-5.0,-6.333333333333336,-7.999999999999998,0,-0.2807017543859658,-2.359649122807019,-1.5877192982456139,0,0
72.0,74.0,73.0,73.0,0.0,-69.0,0,0.0,0.0,0.0,0,0,90.0,81.0,80.0,82.0,64.0,21.666666666666668,20,54.35087719298246,12.491228070175438,4.605263157894737,20,19,-18.0,-7.0,-7.0,-9.0,-64.0,-90.66666666666667,-20,-54.35087719298246,-12.491228070175438,-4.605263157894737,-20,-19
77.0,74.0,76.0,76.0,39.333333333333336,-15.333333333333334,4,48.48245614035088,11.578947368421053,3.456140350877193,4,6,76.0,77.0,74.0,76.0,44.666666666666664,-16.666666666666668,13,48.21052631578947,12.333333333333334,4.482456140350878,9,15,1.0,-3.0,2.0,0.0,-5.333333333333329,1.333333333333334,-9,0.27192982456140413,-0.7543859649122808,-1.0263157894736845,-5,-9
76.0,76.0,77.0,76.0,44.333333333333336,-17.333333333333332,7,41.271929824561404,9.868421052631579,3.3157894736842106,5,14,78.0,81.0,77.0,78.0,53.666666666666664,-1.3333333333333333,7,48.08771929824562,12.289473684210526,3.982456140350877,3,14,-2.0,-5.0,0.0,-2.0,-9.333333333333329,-15.999999999999998,0,-6.815789473684212,-2.421052631578947,-0.6666666666666665,2,0
84.0,85.0,82.0,83.0,68.33333333333333,20.333333333333332,20,61.824561403508774,15.631578947368421,5.508771929824562,20,20,79.0,79.0,79.0,79.0,52.0,-0.3333333333333333,17,45.1578947368421,11.631578947368421,4.254385964912281,9,15,5.0,6.0,3.0,4.0,16.33333333333333,20.666666666666664,3,16.66666666666667,4.0,1.2543859649122808,11,5
77.0,76.0,74.0,76.0,45.333333333333336,-15.333333333333334,9,43.26315789473684,10.657894736842104,3.508771929824561,8,11,78.0,78.0,75.0,76.0,59.0,8.0,4,57.55263157894737,13.736842105263158,5.2368421052631575,1,16,-1.0,-2.0,-1.0,0.0,-13.666666666666664,-23.333333333333336,5,-14.289473684210527,-3.078947368421053,-1.7280701754385963,7,-5
82.0,81.0,78.0,80.0,60.0,15.666666666666666,9,54.31578947368421,13.421052631578947,4.850877192982456,7,20,79.0,76.0,77.0,78.0,45.0,-8.5,17,46.01315789473684,12.855263157894736,4.421052631578948,2,15,3.0,5.0,1.0,2.0,15.0,24.166666666666664,-8,8.30263157894737,0.5657894736842106,0.42982456140350855,5,5
86.0,83.0,85.0,84.0,88.33333333333333,48.333333333333336,20,62.675438596491226,15.56140350877193,5.885964912280702,20,20,79.0,78.0,79.0,79.0,54.0,-1.6666666666666667,20,49.13157894736842,11.991228070175438,4.201754385964913,20,17,7.0,5.0,6.0,5.0,34.33333333333333,50.0,0,13.543859649122808,3.5701754385964914,1.6842105263157894,0,3
84.0,86.0,86.0,85.0,88.33333333333333,63.333333333333336,19,66.16666666666667,17.640350877192983,6.5,19,20,75.0,76.0,74.0,75.0,42.0,-17.5,6,44.56578947368421,11.328947368421053,3.6052631578947367,0,10,9.0,10.0,12.0,10.0,46.33333333333333,80.83333333333334,13,21.60087719298246,6.31140350877193,2.8947368421052633,19,10
74.0,74.0,74.0,74.0,21.0,-49.0,6,49.3421052631579,10.763157894736842,3.4473684210526314,0,10,79.0,75.0,75.0,76.0,44.666666666666664,-14.0,18,39.03508771929825,10.868421052631579,3.6403508771929824,4,18,-5.0,-1.0,-1.0,-2.0,-23.666666666666664,-35.0,-12,10.30701754385965,-0.10526315789473628,-0.19298245614035103,-4,-8
79.0,76.0,77.0,78.0,45.0,-8.5,17,46.01315789473684,12.855263157894736,4.421052631578948,2,15,74.0,74.0,74.0,74.0,21.0,-49.0,6,49.3421052631579,10.763157894736842,3.4473684210526314,0,10,5.0,2.0,3.0,4.0,24.0,40.5,11,-3.328947368421055,2.092105263157894,0.9736842105263164,2,5
79.0,78.0,79.0,79.0,54.0,-1.6666666666666667,20,49.13157894736842,11.991228070175438,4.201754385964913,20,17,84.0,85.0,82.0,83.0,68.33333333333333,20.333333333333332,20,61.824561403508774,15.631578947368421,5.508771929824562,20,20,-5.0,-7.0,-3.0,-4.0,-14.333333333333329,-22.0,0,-12.692982456140356,-3.640350877192983,-1.307017543859649,0,-3
78.0,78.0,75.0,76.0,59.0,8.0,4,57.55263157894737,13.736842105263158,5.2368421052631575,1,16,84.0,86.0,86.0,85.0,88.33333333333333,63.333333333333336,19,66.16666666666667,17.640350877192983,6.5,19,20,-6.0,-8.0,-11.0,-9.0,-29.33333333333333,-55.333333333333336,-15,-8.614035087719301,-3.9035087719298254,-1.2631578947368425,-18,-4
85.0,84.0,83.0,84.0,68.66666666666667,23.333333333333332,20,55.57017543859649,13.956140350877194,5.719298245614035,20,20,72.0,74.0,73.0,73.0,0.0,-69.0,0,0.0,0.0,0.0,0,0,13.0,10.0,10.0,11.0,68.66666666666667,92.33333333333333,20,55.57017543859649,13.956140350877194,5.719298245614035,20,20
79.0,75.0,75.0,76.0,44.666666666666664,-14.0,18,39.03508771929825,10.868421052631579,3.6403508771929824,4,18,86.0,83.0,85.0,84.0,88.33333333333333,48.333333333333336,20,62.675438596491226,15.56140350877193,5.885964912280702,20,20,-7.0,-8.0,-10.0,-8.0,-43.666666666666664,-62.333333333333336,-2,-23.64035087719298,-4.692982456140351,-2.2456140350877196,-16,-2
76.0,77.0,74.0,76.0,44.666666666666664,-16.666666666666668,13,48.21052631578947,12.333333333333334,4.482456140350878,9,15,77.0,76.0,74.0,76.0,45.333333333333336,-15.333333333333334,9,43.26315789473684,10.657894736842104,3.508771929824561,8,11,-1.0,1.0,0.0,0.0,-0.6666666666666714,-1.333333333333334,4,4.94736842105263,1.6754385964912295,0.9736842105263164,1,4
