diff_past_results,diff_past_goals,result,home_team_attack,home_team_midfield,home_team_defense,home_team_overall,home_team_past_points,home_team_past_goal_diff,home_team_past_appearances,home_team_past_possession,home_team_past_shots,home_team_past_shots_on_goal,home_team_streak,home_team_best_perf,away_team_attack,away_team_midfield,away_team_defense,away_team_overall,away_team_past_points,away_team_past_goal_diff,away_team_past_appearances,away_team_past_possession,away_team_past_shots,away_team_past_shots_on_goal,away_team_streak,away_team_best_perf,home_goalkeeper,away_goalkeeper,home_manager_overall,away_manager_overall,home_players_overall_mean,away_players_overall_mean,home_players_defense_mean,away_players_defense_mean,home_players_midfield_mean,away_players_midfield_mean,home_players_attack_mean,away_players_attack_mean,diff_team_attack,diff_team_midfield,diff_team_defense,diff_team_overall,diff_manager,diff_players_overall,diff_players_defense,diff_players_midfield,diff_players_attack,diff_goalkeepers,diff_team_past_points,diff_team_past_goal_diff,diff_team_past_appearances,diff_team_past_possession,diff_team_past_shots,diff_team_past_shots_on_goal,diff_team_streak,diff_team_best_perf
1,1,home_win,78.0,78.0,78.0,78.0,57.666666666666664,10.333333333333334,12,50.46491228070175,15.201754385964913,4.850877192982456,12,17,74.0,74.0,74.0,74.0,45.5,-15.5,3,45.01315789473684,12.197368421052632,3.9210526315789473,2,10,81,79,5788.859719472752,4400.0,78.1,73.4,69.44285714285715,69.0142857142857,71.94000000000001,65.25000000000001,66.70909090909092,63.036363636363646,4.0,4.0,4.0,4.0,1388.8597194727517,4.699999999999989,0.4285714285714448,6.689999999999998,3.672727272727272,2,12.166666666666664,25.833333333333336,9,5.451754385964911,3.004385964912281,0.929824561403509,10,7
3,2,away_win,71.0,74.0,72.0,75.0,48.0,-2.3333333333333335,12,49.473684210526315,13.587719298245615,4.62280701754386,12,14,74.0,73.0,73.0,74.0,43.666666666666664,-8.333333333333334,9,45.30701754385965,12.333333333333334,3.807017543859649,6,11,73,72,2714.4221047443943,1674.163095104785,76.2,73.1,66.81428571428572,66.04285714285714,67.86999999999999,65.27000000000001,64.37272727272727,60.42727272727272,-3.0,1.0,-1.0,1.0,1040.2590096396093,3.1000000000000085,0.7714285714285722,2.59999999999998,3.9454545454545524,1,4.333333333333336,6.0,3,4.166666666666664,1.2543859649122808,0.8157894736842106,6,3
0,-2,home_win,76.0,76.0,73.0,75.0,41.0,-11.0,5,52.526315789473685,13.578947368421053,4.394736842105263,1,13,70.0,74.0,72.0,74.0,47.666666666666664,-8.666666666666666,7,46.675438596491226,14.447368421052632,4.5701754385964914,3,13,76,78,2714.4221047443943,5934.0,75.9,72.6,69.74285714285713,66.15873015873017,68.61000000000001,65.97777777777777,59.61818181818181,61.21212121212121,6.0,2.0,1.0,1.0,-3219.5778952556057,3.3000000000000114,3.584126984126968,2.6322222222222393,-1.5939393939394009,-2,-6.666666666666664,-2.333333333333334,-2,5.850877192982459,-0.8684210526315788,-0.17543859649122862,-2,0
0,0,home_win,77.0,80.0,78.0,80.0,67.66666666666667,18.0,12,54.49122807017544,17.885964912280702,5.807017543859649,12,17,71.0,72.0,71.0,72.0,0.0,-69.0,1,0.0,0.0,0.0,0,3,84,74,7838.484795958324,4200.0,74.5,71.8,60.728571428571435,66.74285714285715,66.18,63.38000000000001,64.08181818181818,58.472727272727276,6.0,8.0,7.0,8.0,3638.484795958324,2.700000000000003,-6.0142857142857125,2.799999999999997,5.609090909090902,10,67.66666666666667,87.0,11,54.49122807017544,17.885964912280702,5.807017543859649,12,14
2,3,home_win,85.0,79.0,80.0,82.0,86.0,46.666666666666664,12,56.76315789473684,16.00877192982456,5.859649122807017,12,20,79.0,74.0,75.0,76.0,46.5,-5.5,2,56.63157894736842,12.842105263157896,4.105263157894737,2,12,83,73,6900.0,4600.0,77.8,74.8,62.471428571428575,67.62857142857142,66.42999999999999,67.35999999999999,59.34545454545455,59.15454545454545,6.0,5.0,5.0,6.0,2300.0,3.0,-5.157142857142844,-0.9299999999999926,0.19090909090910202,10,39.5,52.166666666666664,10,0.1315789473684248,3.166666666666666,1.75438596491228,10,8
-1,-2,away_win,78.0,75.0,76.0,76.0,50.666666666666664,-6.333333333333333,11,48.833333333333336,13.412280701754385,4.350877192982456,3,18,84.0,83.0,81.0,82.0,79.33333333333333,41.0,11,56.421052631578945,17.05263157894737,5.771929824561403,11,20,79,82,7081.0,9663.0,76.5,81.2,72.8,70.97142857142856,67.82000000000001,71.94,61.60909090909091,68.72727272727272,-6.0,-8.0,-5.0,-6.0,-2582.0,-4.700000000000003,1.8285714285714363,-4.11999999999999,-7.11818181818181,-3,-28.666666666666664,-47.333333333333336,0,-7.587719298245609,-3.6403508771929847,-1.421052631578947,-8,-2
3,5,away_win,76.0,73.0,73.0,74.0,44.333333333333336,-10.0,5,40.78947368421053,10.93859649122807,3.0789473684210527,5,10,76.0,79.0,78.0,80.0,57.0,16.666666666666668,12,54.94736842105263,17.43859649122807,5.649122807017544,12,19,72,82,400.0,8532.0,73.7,80.2,68.31428571428572,69.99999999999999,67.28,70.60000000000001,62.80909090909091,66.55454545454546,0.0,-6.0,-5.0,-6.0,-8132.0,-6.5,-1.685714285714269,-3.3200000000000074,-3.7454545454545496,-10,-12.666666666666664,-26.666666666666668,-7,-14.157894736842103,-6.499999999999998,-2.570175438596491,-7,-9
-7,-10,away_win,72.0,71.0,74.0,74.0,42.333333333333336,-16.333333333333332,12,46.03508771929825,12.12280701754386,3.8947368421052633,12,15,79.0,81.0,80.0,80.0,70.33333333333333,29.666666666666668,12,59.56140350877193,16.56140350877193,5.956140350877193,12,20,78,80,4100.0,9800.0,74.1,80.1,69.05714285714285,66.67142857142858,64.34,71.35,62.1,64.42727272727272,-7.0,-10.0,-6.0,-6.0,-5700.0,-6.0,2.385714285714272,-7.009999999999991,-2.327272727272721,-2,-27.999999999999993,-46.0,0,-13.526315789473685,-4.438596491228072,-2.0614035087719293,0,-5
-1,-1,draw,74.0,73.0,73.0,74.0,43.666666666666664,-8.333333333333334,9,45.30701754385965,12.333333333333334,3.807017543859649,6,11,76.0,76.0,73.0,75.0,41.0,-11.0,5,52.526315789473685,13.578947368421053,4.394736842105263,1,13,72,76,1689.6095665016082,2701.1161823011553,73.1,75.4,65.64285714285714,69.44285714285715,64.74000000000001,67.88000000000001,62.19090909090909,59.6909090909091,-2.0,-3.0,0.0,-1.0,-1011.506615799547,-2.3000000000000114,-3.8000000000000114,-3.1400000000000006,2.499999999999986,-4,2.6666666666666643,2.666666666666666,4,-7.219298245614034,-1.2456140350877192,-0.5877192982456139,5,-2
8,17,home_win,79.0,81.0,80.0,80.0,70.33333333333333,29.666666666666668,12,59.56140350877193,16.56140350877193,5.956140350877193,12,20,71.0,74.0,72.0,75.0,48.0,-2.3333333333333335,12,49.473684210526315,13.587719298245615,4.62280701754386,12,14,80,77,9800.0,2701.1161823011553,80.1,75.1,66.67142857142858,64.25714285714285,71.35,67.62,64.42727272727272,64.51818181818182,8.0,7.0,8.0,5.0,7098.883817698845,5.0,2.4142857142857252,3.7299999999999898,-0.09090909090909349,3,22.33333333333333,32.0,0,10.087719298245617,2.973684210526317,1.333333333333333,0,6
0,0,home_win,71.0,72.0,71.0,72.0,0.0,-69.0,1,0.0,0.0,0.0,0,3,76.0,73.0,73.0,74.0,44.333333333333336,-10.0,5,40.78947368421053,10.93859649122807,3.0789473684210527,5,10,74,72,4200.0,400.0,71.5,73.5,67.42857142857142,66.97142857142858,63.580000000000005,67.28,57.63636363636364,62.06363636363636,-5.0,-1.0,-2.0,-2.0,3800.0,-2.0,0.4571428571428413,-3.6999999999999957,-4.427272727272722,2,-44.333333333333336,-59.0,-4,-40.78947368421053,-10.93859649122807,-3.0789473684210527,-5,-7
0,0,home_win,84.0,83.0,81.0,82.0,79.33333333333333,41.0,11,56.421052631578945,17.05263157894737,5.771929824561403,11,20,72.0,70.0,73.0,72.0,0.0,-69.0,0,0.0,0.0,0.0,0,0,82,75,9663.0,3079.0,80.8,71.7,71.5142857142857,67.21428571428572,70.67999999999999,65.16,67.66363636363636,58.39090909090909,12.0,13.0,8.0,10.0,6584.0,9.099999999999994,4.299999999999983,5.519999999999996,9.272727272727266,7,79.33333333333333,110.0,11,56.421052631578945,17.05263157894737,5.771929824561403,11,20
0,0,home_win,74.0,74.0,74.0,74.0,45.5,-15.5,3,45.01315789473684,12.197368421052632,3.9210526315789473,2,10,72.0,71.0,71.0,72.0,0.0,-69.0,2,0.0,0.0,0.0,0,4,79,74,4400.0,-379.7430792879559,73.6,72.0,68.55714285714285,67.52857142857144,65.84,62.999999999999986,63.26363636363637,59.590909090909086,2.0,3.0,3.0,2.0,4779.743079287956,1.5999999999999943,1.0285714285714107,2.8400000000000176,3.672727272727286,5,45.5,53.5,1,45.01315789473684,12.197368421052632,3.9210526315789473,2,6
-1,0,away_win,76.0,74.0,72.0,74.0,39.5,-17.5,9,44.25,14.0,4.368421052631579,1,14,78.0,75.0,76.0,76.0,50.666666666666664,-6.333333333333333,11,48.833333333333336,13.412280701754385,4.350877192982456,3,18,76,79,4600.0,7081.0,71.6,76.5,63.32857142857142,72.8,63.42999999999999,67.82000000000001,62.0,61.60909090909091,-2.0,-1.0,-4.0,-2.0,-2481.0,-4.900000000000006,-9.471428571428575,-4.390000000000015,0.39090909090909065,-3,-11.166666666666664,-11.166666666666668,-2,-4.583333333333336,0.5877192982456148,0.017543859649122417,-2,-4
3,8,draw,76.0,79.0,78.0,80.0,57.0,16.666666666666668,12,54.94736842105263,17.43859649122807,5.649122807017544,12,19,72.0,71.0,74.0,74.0,42.333333333333336,-16.333333333333332,12,46.03508771929825,12.12280701754386,3.8947368421052633,12,15,82,78,8532.0,4100.0,80.5,73.8,67.0142857142857,65.7,70.07,66.04,68.88181818181818,65.82727272727273,4.0,8.0,4.0,6.0,4432.0,6.700000000000003,1.3142857142857025,4.029999999999987,3.0545454545454476,4,14.666666666666664,33.0,0,8.912280701754383,5.315789473684209,1.7543859649122804,0,4
-1,-1,away_win,79.0,74.0,75.0,76.0,46.5,-5.5,2,56.63157894736842,12.842105263157896,4.105263157894737,2,12,77.0,80.0,78.0,80.0,67.66666666666667,18.0,12,54.49122807017544,17.885964912280702,5.807017543859649,12,17,73,84,4600.0,7835.881618283008,74.5,74.0,67.38571428571427,60.77142857142858,66.69,66.46000000000001,60.08181818181818,63.60909090909091,2.0,-6.0,-3.0,-4.0,-3235.881618283008,0.5,6.614285714285693,0.22999999999998977,-3.527272727272731,-11,-21.16666666666667,-23.5,-10,2.1403508771929793,-5.0438596491228065,-1.7017543859649118,-10,-5
4,4,home_win,81.0,82.0,81.0,82.0,70.0,30.333333333333332,12,56.324561403508774,17.912280701754387,5.964912280701754,12,20,85.0,79.0,80.0,82.0,86.0,46.666666666666664,12,56.76315789473684,16.00877192982456,5.859649122807017,12,20,85,83,14086.0,6900.0,79.9,78.3,68.02857142857144,63.48571428571429,69.25,65.55,66.84545454545454,59.06363636363638,-4.0,3.0,1.0,0.0,7186.0,1.6000000000000085,4.542857142857152,3.700000000000003,7.781818181818167,2,-16.0,-16.333333333333332,0,-0.43859649122806843,1.9035087719298254,0.10526315789473717,0,0
1,5,draw,70.0,74.0,72.0,74.0,47.666666666666664,-8.666666666666666,7,46.675438596491226,14.447368421052632,4.5701754385964914,3,13,78.0,78.0,78.0,78.0,57.666666666666664,10.333333333333334,12,50.46491228070175,15.201754385964913,4.850877192982456,12,17,78,81,5934.0,5781.975443890267,72.4,77.7,63.63492063492063,71.18571428571428,64.14444444444445,70.32000000000001,61.32323232323232,66.15454545454546,-8.0,-4.0,-6.0,-4.0,152.02455610973266,-5.299999999999997,-7.550793650793651,-6.175555555555562,-4.831313131313138,-3,-10.0,-19.0,-5,-3.7894736842105274,-0.7543859649122808,-0.2807017543859649,-9,-4
0,0,home_win,85.0,79.0,80.0,82.0,86.0,46.666666666666664,12,56.76315789473684,16.00877192982456,5.859649122807017,12,20,72.0,70.0,73.0,72.0,0.0,-69.0,0,0.0,0.0,0.0,0,0,83,75,6900.0,3079.0,79.9,71.6,62.492063492063494,65.3015873015873,66.17777777777778,65.67777777777776,59.74747474747475,59.25252525252526,13.0,9.0,7.0,10.0,3821.0,8.300000000000011,-2.80952380952381,0.5000000000000142,0.4949494949494877,8,86.0,115.66666666666666,12,56.76315789473684,16.00877192982456,5.859649122807017,12,20
2,3,draw,74.0,74.0,74.0,74.0,45.5,-15.5,3,45.01315789473684,12.197368421052632,3.9210526315789473,2,10,78.0,75.0,76.0,76.0,50.666666666666664,-6.333333333333333,11,48.833333333333336,13.412280701754385,4.350877192982456,3,18,79,79,4400.0,7081.0,73.6,76.1,67.19999999999999,69.38571428571429,65.30000000000001,67.57000000000001,63.7,63.281818181818174,-4.0,-1.0,-2.0,-2.0,-2681.0,-2.5,-2.1857142857142975,-2.269999999999996,0.41818181818182865,0,-5.166666666666664,-9.166666666666668,-8,-3.8201754385964932,-1.2149122807017534,-0.429824561403509,-1,-8
-1,-2,draw,76.0,76.0,73.0,75.0,41.0,-11.0,5,52.526315789473685,13.578947368421053,4.394736842105263,1,13,79.0,81.0,80.0,80.0,70.33333333333333,29.666666666666668,12,59.56140350877193,16.56140350877193,5.956140350877193,12,20,76,80,2714.4221047443943,9800.0,73.2,79.9,67.97142857142856,66.4857142857143,65.92000000000002,71.3,58.527272727272724,64.32727272727273,-3.0,-5.0,-7.0,-5.0,-7085.577895255606,-6.700000000000003,1.4857142857142662,-5.379999999999981,-5.800000000000004,-4,-29.33333333333333,-40.66666666666667,-7,-7.035087719298247,-2.9824561403508785,-1.5614035087719298,-11,-7
0,-1,home_win,79.0,74.0,75.0,76.0,46.5,-5.5,2,56.63157894736842,12.842105263157896,4.105263157894737,2,12,71.0,74.0,72.0,75.0,48.0,-2.3333333333333335,12,49.473684210526315,13.587719298245615,4.62280701754386,12,14,73,77,4600.0,2701.1161823011553,75.3,75.1,65.77142857142857,64.25714285714285,68.80999999999999,67.62,63.77272727272727,64.51818181818182,8.0,0.0,3.0,1.0,1898.8838176988447,0.20000000000000284,1.5142857142857196,1.1899999999999835,-0.7454545454545425,-4,-1.5,-3.1666666666666665,-10,7.157894736842103,-0.7456140350877192,-0.5175438596491224,-10,-2
0,0,home_win,71.0,72.0,71.0,72.0,0.0,-69.0,1,0.0,0.0,0.0,0,3,72.0,71.0,71.0,72.0,0.0,-69.0,2,0.0,0.0,0.0,0,4,74,74,4200.0,-379.7430792879559,71.7,71.5,66.50000000000001,68.4857142857143,63.27,62.08,58.127272727272725,58.63636363636364,-1.0,1.0,0.0,0.0,4579.743079287956,0.20000000000000284,-1.9857142857142804,1.1900000000000048,-0.509090909090915,0,0.0,0.0,-1,0.0,0.0,0.0,0,-1
5,8,home_win,76.0,79.0,78.0,80.0,57.0,16.666666666666668,12,54.94736842105263,17.43859649122807,5.649122807017544,12,19,78.0,78.0,78.0,78.0,57.666666666666664,10.333333333333334,12,50.46491228070175,15.201754385964913,4.850877192982456,12,17,82,81,8532.0,5781.975443890267,79.7,78.0,66.6,68.97142857142858,69.33,70.00000000000001,66.60909090909091,64.36363636363636,-2.0,1.0,0.0,2.0,2750.0245561097327,1.7000000000000028,-2.3714285714285808,-0.6700000000000159,2.2454545454545496,1,-0.6666666666666643,6.333333333333334,0,4.482456140350877,2.2368421052631557,0.7982456140350873,0,2
2,2,home_win,72.0,71.0,74.0,74.0,42.333333333333336,-16.333333333333332,12,46.03508771929825,12.12280701754386,3.8947368421052633,12,15,70.0,74.0,72.0,74.0,47.666666666666664,-8.666666666666666,7,46.675438596491226,14.447368421052632,4.5701754385964914,3,13,78,78,4100.0,5934.0,73.9,72.7,67.85714285714286,67.71428571428572,66.38,64.27777777777777,64.77272727272728,58.82828282828283,2.0,-3.0,2.0,0.0,-1834.0,1.2000000000000028,0.1428571428571388,2.102222222222224,5.94444444444445,0,-5.333333333333329,-7.666666666666666,5,-0.6403508771929793,-2.3245614035087723,-0.6754385964912282,9,2
6,16,draw,81.0,82.0,81.0,82.0,70.0,30.333333333333332,12,56.324561403508774,17.912280701754387,5.964912280701754,12,20,76.0,74.0,72.0,74.0,39.5,-17.5,9,44.25,14.0,4.368421052631579,1,14,85,76,14086.0,4600.0,79.6,71.7,68.41428571428571,67.74285714285715,68.77000000000001,62.81999999999999,65.7909090909091,60.718181818181826,5.0,8.0,9.0,8.0,9486.0,7.8999999999999915,0.6714285714285637,5.950000000000017,5.0727272727272705,9,30.5,47.83333333333333,3,12.074561403508774,3.912280701754387,1.5964912280701755,11,6
3,8,home_win,74.0,73.0,73.0,74.0,43.666666666666664,-8.333333333333334,9,45.30701754385965,12.333333333333334,3.807017543859649,6,11,76.0,73.0,73.0,74.0,44.333333333333336,-10.0,5,40.78947368421053,10.93859649122807,3.0789473684210527,5,10,72,82,1689.6095665016082,400.0,72.7,73.6,65.18571428571428,65.51428571428572,65.0,66.92999999999999,62.027272727272724,62.718181818181826,-2.0,0.0,0.0,0.0,1289.6095665016082,-0.8999999999999915,-0.3285714285714363,-1.9299999999999926,-0.690909090909102,-10,-0.6666666666666714,1.666666666666666,4,4.517543859649123,1.3947368421052637,0.7280701754385963,1,1
5,4,away_win,77.0,80.0,78.0,80.0,67.66666666666667,18.0,12,54.49122807017544,17.885964912280702,5.807017543859649,12,17,84.0,83.0,81.0,82.0,79.33333333333333,41.0,11,56.421052631578945,17.05263157894737,5.771929824561403,11,20,84,82,7838.484795958324,9663.0,73.7,81.8,60.51428571428572,69.37142857142858,66.46000000000001,73.03999999999999,63.763636363636365,67.21818181818182,-7.0,-3.0,-3.0,-2.0,-1824.515204041676,-8.099999999999994,-8.857142857142861,-6.579999999999984,-3.4545454545454533,2,-11.666666666666657,-23.0,1,-1.9298245614035068,0.8333333333333321,0.03508771929824572,1,-3
3,6,away_win,78.0,75.0,76.0,76.0,50.666666666666664,-6.333333333333333,11,48.833333333333336,13.412280701754385,4.350877192982456,3,18,74.0,73.0,73.0,74.0,43.666666666666664,-8.333333333333334,9,45.30701754385965,12.333333333333334,3.807017543859649,6,11,79,72,7081.0,1674.163095104785,75.1,72.8,69.17142857142855,66.32857142857142,66.48,64.77000000000001,62.05454545454546,59.9,4.0,2.0,3.0,2.0,5406.836904895215,2.299999999999997,2.8428571428571274,1.7099999999999937,2.154545454545463,7,7.0,2.000000000000001,2,3.526315789473685,1.0789473684210513,0.5438596491228074,-3,7
1,1,home_win,76.0,74.0,72.0,74.0,39.5,-17.5,9,44.25,14.0,4.368421052631579,1,14,79.0,74.0,75.0,76.0,46.5,-5.5,2,56.63157894736842,12.842105263157896,4.105263157894737,2,12,76,73,4600.0,4600.0,72.0,74.3,65.3,66.5142857142857,62.86999999999999,65.92,60.16363636363637,61.836363636363636,-3.0,0.0,-3.0,-2.0,0.0,-2.299999999999997,-1.2142857142857082,-3.0500000000000114,-1.6727272727272648,3,-7.0,-12.0,7,-12.381578947368418,1.1578947368421044,0.2631578947368416,-1,2
0,0,home_win,72.0,70.0,73.0,72.0,0.0,-69.0,0,0.0,0.0,0.0,0,0,74.0,74.0,74.0,74.0,45.5,-15.5,3,45.01315789473684,12.197368421052632,3.9210526315789473,2,10,75,79,3079.0,4400.0,71.9,73.6,64.39682539682539,68.07142857142857,64.45555555555556,66.12,61.060606060606055,62.918181818181814,-2.0,-4.0,-1.0,-2.0,-1321.0,-1.6999999999999886,-3.6746031746031775,-1.6644444444444417,-1.8575757575757592,-4,-45.5,-53.5,-3,-45.01315789473684,-12.197368421052632,-3.9210526315789473,-2,-10
2,5,home_win,78.0,78.0,78.0,78.0,57.666666666666664,10.333333333333334,12,50.46491228070175,15.201754385964913,4.850877192982456,12,17,72.0,71.0,74.0,74.0,42.333333333333336,-16.333333333333332,12,46.03508771929825,12.12280701754386,3.8947368421052633,12,15,81,78,5788.859719472752,4100.0,77.7,73.4,69.92857142857143,67.1,70.57000000000001,62.96,64.83636363636364,62.94545454545455,6.0,7.0,4.0,4.0,1688.8597194727517,4.299999999999997,2.8285714285714363,7.6100000000000065,1.8909090909090907,3,15.333333333333329,26.666666666666664,0,4.429824561403507,3.078947368421053,0.9561403508771931,0,2
3,4,away_win,71.0,74.0,72.0,75.0,48.0,-2.3333333333333335,12,49.473684210526315,13.587719298245615,4.62280701754386,12,14,76.0,76.0,73.0,75.0,41.0,-11.0,5,52.526315789473685,13.578947368421053,4.394736842105263,1,13,77,76,2714.4221047443943,2701.1161823011553,74.3,74.7,67.78571428571428,69.4857142857143,67.03,67.63000000000001,62.82727272727273,62.209090909090904,-5.0,-2.0,-1.0,0.0,13.30592244323907,-0.4000000000000057,-1.700000000000017,-0.6000000000000085,0.6181818181818244,1,7.0,8.666666666666666,7,-3.05263157894737,0.008771929824561653,0.22807017543859676,11,1
-2,-5,draw,72.0,71.0,71.0,72.0,0.0,-69.0,2,0.0,0.0,0.0,0,4,77.0,80.0,78.0,80.0,67.66666666666667,18.0,12,54.49122807017544,17.885964912280702,5.807017543859649,12,17,68,84,-360.01550998396306,7835.881618283008,72.1,76.1,67.30000000000001,61.12857142857143,63.4,68.2,61.80000000000001,65.94545454545455,-5.0,-9.0,-7.0,-8.0,-8195.89712826697,-4.0,6.171428571428578,-4.800000000000004,-4.145454545454541,-16,-67.66666666666667,-87.0,-10,-54.49122807017544,-17.885964912280702,-5.807017543859649,-12,-13
-4,-6,home_win,76.0,73.0,73.0,74.0,44.333333333333336,-10.0,5,40.78947368421053,10.93859649122807,3.0789473684210527,5,10,85.0,79.0,80.0,82.0,86.0,46.666666666666664,12,56.76315789473684,16.00877192982456,5.859649122807017,12,20,82,83,400.0,6900.0,73.0,81.0,66.01428571428572,66.15714285714284,66.69999999999999,71.39,64.4090909090909,65.69090909090909,-9.0,-6.0,-7.0,-8.0,-6500.0,-8.0,-0.14285714285712459,-4.690000000000012,-1.2818181818181813,-1,-41.666666666666664,-56.666666666666664,-7,-15.973684210526315,-5.0701754385964914,-2.7807017543859645,-7,-10
-3,-13,draw,70.0,74.0,72.0,74.0,47.666666666666664,-8.666666666666666,7,46.675438596491226,14.447368421052632,4.5701754385964914,3,13,76.0,79.0,78.0,80.0,57.0,16.666666666666668,12,54.94736842105263,17.43859649122807,5.649122807017544,12,19,78,82,5934.0,8532.0,71.4,79.7,63.34285714285714,66.6,63.589999999999996,69.33,59.909090909090914,66.60909090909091,-6.0,-5.0,-6.0,-6.0,-2598.0,-8.299999999999997,-3.2571428571428527,-5.740000000000002,-6.699999999999996,-4,-9.333333333333336,-25.333333333333336,-5,-8.271929824561404,-2.9912280701754366,-1.0789473684210522,-9,-6
1,4,home_win,79.0,81.0,80.0,80.0,70.33333333333333,29.666666666666668,12,59.56140350877193,16.56140350877193,5.956140350877193,12,20,71.0,72.0,71.0,72.0,0.0,-69.0,1,0.0,0.0,0.0,0,3,80,74,9800.0,4200.0,80.5,71.6,64.65714285714286,66.4857142857143,71.55,63.13000000000001,66.43636363636362,59.745454545454535,8.0,9.0,9.0,8.0,5600.0,8.900000000000006,-1.8285714285714363,8.419999999999987,6.690909090909088,6,70.33333333333333,98.66666666666667,11,59.56140350877193,16.56140350877193,5.956140350877193,12,17
-1,-4,away_win,84.0,83.0,81.0,82.0,79.33333333333333,41.0,11,56.421052631578945,17.05263157894737,5.771929824561403,11,20,81.0,82.0,81.0,82.0,70.0,30.333333333333332,12,56.324561403508774,17.912280701754387,5.964912280701754,12,20,82,85,9663.0,14086.0,80.6,79.6,70.87142857142858,71.31428571428572,69.46000000000001,68.93,65.3090909090909,66.63636363636364,3.0,1.0,0.0,0.0,-4423.0,1.0,-0.44285714285713595,0.5300000000000011,-1.3272727272727423,-3,9.333333333333329,10.666666666666668,-1,0.09649122807017108,-0.8596491228070171,-0.19298245614035103,-1,0
-2,-1,home_win,76.0,79.0,78.0,80.0,57.0,16.666666666666668,12,54.94736842105263,17.43859649122807,5.649122807017544,12,19,79.0,81.0,80.0,80.0,70.33333333333333,29.666666666666668,12,59.56140350877193,16.56140350877193,5.956140350877193,12,20,82,80,8532.0,9800.0,79.7,81.0,66.60000000000001,66.3857142857143,69.33000000000001,72.51,66.60909090909092,65.55454545454545,-3.0,-2.0,-2.0,0.0,-1268.0,-1.2999999999999972,0.2142857142857082,-3.1799999999999926,1.054545454545476,2,-13.333333333333329,-13.0,0,-4.6140350877193015,0.8771929824561369,-0.30701754385964897,0,-1
5,9,away_win,72.0,71.0,74.0,74.0,42.333333333333336,-16.333333333333332,12,46.03508771929825,12.12280701754386,3.8947368421052633,12,15,76.0,74.0,72.0,74.0,39.5,-17.5,9,44.25,14.0,4.368421052631579,1,14,78,76,4100.0,4600.0,73.1,71.5,66.27142857142857,63.8,64.04,62.33,63.48181818181818,59.66363636363637,-4.0,-3.0,2.0,0.0,-500.0,1.5999999999999943,2.471428571428575,1.710000000000008,3.818181818181806,2,2.8333333333333357,1.1666666666666679,3,1.7850877192982466,-1.8771929824561404,-0.4736842105263155,11,1
6,17,home_win,81.0,82.0,81.0,82.0,70.0,30.333333333333332,12,56.324561403508774,17.912280701754387,5.964912280701754,12,20,78.0,75.0,76.0,76.0,50.666666666666664,-6.333333333333333,11,48.833333333333336,13.412280701754385,4.350877192982456,3,18,85,79,14086.0,7081.0,79.6,74.2,66.97142857142858,67.3,70.4,66.64000000000001,69.61818181818182,61.9,3.0,7.0,5.0,6.0,7005.0,5.3999999999999915,-0.3285714285714221,3.759999999999991,7.718181818181826,6,19.333333333333336,36.666666666666664,1,7.491228070175438,4.500000000000002,1.614035087719298,9,2
1,3,home_win,71.0,72.0,71.0,72.0,0.0,-69.0,1,0.0,0.0,0.0,0,3,70.0,74.0,72.0,74.0,47.666666666666664,-8.666666666666666,7,46.675438596491226,14.447368421052632,4.5701754385964914,3,13,74,78,4200.0,5934.0,72.1,72.8,64.10000000000001,67.18571428571428,64.33,64.32000000000001,59.909090909090914,58.863636363636374,1.0,-2.0,-1.0,-2.0,-1734.0,-0.7000000000000028,-3.0857142857142748,0.009999999999990905,1.0454545454545396,-4,-47.666666666666664,-60.333333333333336,-6,-46.675438596491226,-14.447368421052632,-4.5701754385964914,-3,-10
-3,-7,draw,74.0,74.0,74.0,74.0,45.5,-15.5,3,45.01315789473684,12.197368421052632,3.9210526315789473,2,10,84.0,83.0,81.0,82.0,79.33333333333333,41.0,11,56.421052631578945,17.05263157894737,5.771929824561403,11,20,79,82,4400.0,9663.0,74.1,81.1,67.65714285714286,70.34285714285714,67.15,72.41999999999999,63.67272727272727,67.54545454545453,-10.0,-9.0,-7.0,-8.0,-5263.0,-7.0,-2.6857142857142833,-5.269999999999982,-3.8727272727272606,-3,-33.83333333333333,-56.5,-8,-11.407894736842103,-4.855263157894738,-1.850877192982456,-9,-10
0,0,draw,76.0,76.0,73.0,75.0,41.0,-11.0,5,52.526315789473685,13.578947368421053,4.394736842105263,1,13,76.0,73.0,73.0,74.0,44.333333333333336,-10.0,5,40.78947368421053,10.93859649122807,3.0789473684210527,5,10,76,82,2714.4221047443943,400.0,75.1,72.4,69.11428571428573,64.4,68.31,66.00999999999999,60.42727272727272,62.254545454545465,0.0,3.0,0.0,1.0,2314.4221047443943,2.6999999999999886,4.714285714285722,2.3000000000000114,-1.8272727272727423,-6,-3.3333333333333357,-1.0,0,11.736842105263158,2.640350877192983,1.3157894736842102,-4,3
2,4,away_win,74.0,73.0,73.0,74.0,43.666666666666664,-8.333333333333334,9,45.30701754385965,12.333333333333334,3.807017543859649,6,11,72.0,71.0,71.0,72.0,0.0,-69.0,2,0.0,0.0,0.0,0,4,72,68,1689.6095665016082,-379.7430792879559,72.8,72.3,66.32857142857142,69.21428571428572,64.77000000000001,63.36,59.9,61.42727272727274,2.0,2.0,2.0,2.0,2069.352645789564,0.5,-2.8857142857143003,1.4100000000000108,-1.527272727272738,4,43.666666666666664,60.666666666666664,7,45.30701754385965,12.333333333333334,3.807017543859649,6,7
