diff_past_results,diff_past_goals,result,home_team_attack,home_team_midfield,home_team_defense,home_team_overall,home_team_past_points,home_team_past_goal_diff,home_team_past_appearances,home_team_past_possession,home_team_past_shots,home_team_past_shots_on_goal,home_team_streak,home_team_best_perf,away_team_attack,away_team_midfield,away_team_defense,away_team_overall,away_team_past_points,away_team_past_goal_diff,away_team_past_appearances,away_team_past_possession,away_team_past_shots,away_team_past_shots_on_goal,away_team_streak,away_team_best_perf,home_goalkeeper,away_goalkeeper,home_manager_overall,away_manager_overall,home_players_overall_mean,away_players_overall_mean,home_players_defense_mean,away_players_defense_mean,home_players_midfield_mean,away_players_midfield_mean,home_players_attack_mean,away_players_attack_mean,diff_team_attack,diff_team_midfield,diff_team_defense,diff_team_overall,diff_manager,diff_players_overall,diff_players_defense,diff_players_midfield,diff_players_attack,diff_goalkeepers,diff_team_past_points,diff_team_past_goal_diff,diff_team_past_appearances,diff_team_past_possession,diff_team_past_shots,diff_team_past_shots_on_goal,diff_team_streak,diff_team_best_perf
5,8,home_win,85.0,83.0,82.0,83.0,73.33333333333333,33.0,16,58.25438596491228,16.263157894736842,5.947368421052632,16,19,76.0,77.0,75.0,76.0,56.333333333333336,10.666666666666666,9,52.21052631578947,13.833333333333334,4.508771929824562,5,15,88,76,7882.0,6878.0,83.0,75.1,70.21428571428572,65.01428571428572,72.07,66.41,70.07272727272728,59.24545454545455,9.0,6.0,7.0,7.0,1004.0,7.900000000000006,5.200000000000003,5.659999999999997,10.827272727272728,12,16.999999999999993,22.333333333333336,7,6.043859649122808,2.4298245614035086,1.4385964912280702,11,4
0,-1,draw,76.0,75.0,75.0,76.0,44.0,-17.0,2,51.28947368421053,12.052631578947368,3.986842105263158,2,12,79.0,76.0,74.0,77.0,51.333333333333336,-2.0,13,46.99122807017544,13.56140350877193,4.175438596491228,5,14,80,78,2990.0,1700.0,74.5,76.5,60.95714285714287,69.72857142857143,64.01,69.58,56.9,65.77272727272728,-3.0,-1.0,1.0,-1.0,1290.0,-2.0,-8.771428571428558,-5.569999999999993,-8.872727272727282,2,-7.333333333333336,-15.0,-11,4.298245614035089,-1.5087719298245617,-0.18859649122806976,-3,-2
0,0,home_win,84.0,86.0,82.0,83.0,76.66666666666667,33.0,16,55.675438596491226,14.649122807017545,5.149122807017544,16,20,74.0,76.0,74.0,75.0,0.0,-69.0,0,0.0,0.0,0.0,0,0,89,78,7363.0,2701.1161823011553,83.9,74.6,72.31428571428572,67.95714285714284,73.86,65.75000000000001,66.8909090909091,61.9909090909091,10.0,10.0,8.0,8.0,4661.883817698845,9.300000000000011,4.357142857142875,8.109999999999985,4.900000000000006,11,76.66666666666667,102.0,16,55.675438596491226,14.649122807017545,5.149122807017544,16,20
0,0,draw,75.0,73.0,74.0,74.0,0.0,-69.0,0,0.0,0.0,0.0,0,0,75.0,76.0,76.0,76.0,49.666666666666664,-8.666666666666666,9,48.728070175438596,11.798245614035087,3.517543859649123,9,12,75,81,1689.6095665016082,2978.0,70.9,75.8,61.02857142857143,69.11428571428573,61.77,66.78999999999999,58.42727272727274,59.0090909090909,0.0,-3.0,-2.0,-2.0,-1288.3904334983918,-4.8999999999999915,-8.085714285714296,-5.019999999999989,-0.5818181818181642,-6,-49.666666666666664,-60.333333333333336,-9,-48.728070175438596,-11.798245614035087,-3.517543859649123,-9,-12
2,5,draw,85.0,83.0,81.0,83.0,68.33333333333333,21.333333333333332,16,58.69298245614035,13.447368421052632,4.684210526315789,16,20,76.0,77.0,78.0,77.0,36.5,-20.5,3,41.35526315789474,10.81578947368421,3.223684210526316,1,5,91,78,9753.0,2840.0,82.5,75.9,68.67142857142859,73.95714285714286,73.27,70.13999999999999,72.03636363636365,62.77272727272727,9.0,6.0,3.0,6.0,6913.0,6.599999999999994,-5.285714285714263,3.1300000000000097,9.263636363636373,13,31.83333333333333,41.83333333333333,13,17.33771929824561,2.6315789473684212,1.4605263157894735,15,15
0,0,home_win,78.0,77.0,75.0,77.0,42.5,-19.0,3,45.56578947368421,11.421052631578947,3.723684210526316,2,8,79.0,79.0,76.0,78.0,55.333333333333336,2.6666666666666665,5,42.64035087719298,12.385964912280702,4.043859649122807,3,20,78,82,1347.0,4067.0,76.1,77.7,69.18571428571428,70.17142857142858,68.17,68.31,63.82727272727273,62.68181818181817,-1.0,-2.0,-1.0,-1.0,-2720.0,-1.6000000000000085,-0.9857142857142946,-0.14000000000000057,1.1454545454545553,-4,-12.833333333333336,-21.666666666666668,-2,2.925438596491233,-0.9649122807017552,-0.32017543859649145,-1,-12
-2,1,draw,79.0,75.0,77.0,76.0,44.0,-11.666666666666666,11,40.18421052631579,10.517543859649123,3.1666666666666665,7,13,77.0,80.0,79.0,79.0,51.666666666666664,6.666666666666667,16,52.81578947368421,12.93859649122807,4.666666666666667,16,17,78,80,1078.0,1838.0,76.1,74.2,67.54285714285713,69.3142857142857,65.04,64.08000000000001,59.63636363636364,56.63636363636364,2.0,-5.0,-2.0,-3.0,-760.0,1.8999999999999915,-1.7714285714285722,0.9599999999999937,3.0,-2,-7.666666666666664,-18.333333333333332,-5,-12.631578947368425,-2.421052631578947,-1.5000000000000004,-9,-4
3,9,home_win,85.0,81.0,80.0,81.0,66.0,17.666666666666668,16,58.24561403508772,16.30701754385965,5.526315789473684,16,19,76.0,75.0,74.0,75.0,48.0,-12.666666666666666,6,50.12280701754386,11.149122807017545,3.754385964912281,6,13,80,80,5258.0,2701.1161823011553,81.6,75.0,70.8,66.37142857142857,74.80999999999999,65.75000000000001,67.86363636363636,58.254545454545465,9.0,6.0,6.0,6.0,2556.8838176988447,6.599999999999994,4.428571428571431,9.059999999999974,9.609090909090895,0,18.0,30.333333333333336,10,8.122807017543856,5.157894736842106,1.7719298245614032,10,6
-3,-6,away_win,76.0,75.0,76.0,75.0,38.0,-22.0,14,47.0,11.381578947368421,3.8684210526315788,0,18,85.0,87.0,83.0,84.0,74.33333333333333,38.666666666666664,15,60.473684210526315,16.82456140350877,5.745614035087719,15,20,72,85,2714.4221047443943,8262.0,74.7,85.0,65.72857142857143,69.92857142857143,66.33,74.19,59.84545454545454,68.11818181818182,-9.0,-12.0,-7.0,-9.0,-5547.577895255606,-10.299999999999997,-4.200000000000003,-7.859999999999999,-8.272727272727288,-13,-36.33333333333333,-60.666666666666664,-1,-13.473684210526315,-5.442982456140349,-1.8771929824561404,-15,-2
-2,-1,away_win,79.0,76.0,76.0,76.0,43.666666666666664,-9.666666666666666,5,43.76315789473684,11.842105263157896,3.7719298245614037,4,11,84.0,80.0,81.0,82.0,73.66666666666667,32.333333333333336,16,57.89473684210526,15.324561403508772,5.605263157894737,16,20,72,84,3739.2346429871805,7877.0,77.0,82.4,67.35714285714286,70.17142857142856,67.12,72.33,60.972727272727276,65.26363636363638,-5.0,-4.0,-5.0,-6.0,-4137.76535701282,-5.400000000000006,-2.8142857142857025,-5.209999999999994,-4.290909090909103,-12,-30.000000000000007,-42.0,-11,-14.131578947368418,-3.4824561403508767,-1.8333333333333335,-12,-9
1,1,home_win,76.0,75.0,75.0,76.0,44.0,-17.0,2,51.28947368421053,12.052631578947368,3.986842105263158,2,12,77.0,80.0,79.0,79.0,51.666666666666664,6.666666666666667,16,52.81578947368421,12.93859649122807,4.666666666666667,16,17,80,80,2990.0,1838.0,74.5,76.9,60.95714285714287,71.78571428571428,64.01,68.8,56.9,60.418181818181814,-1.0,-5.0,-4.0,-3.0,1152.0,-2.4000000000000057,-10.828571428571408,-4.789999999999992,-3.518181818181816,0,-7.666666666666664,-23.666666666666668,-14,-1.526315789473685,-0.8859649122807021,-0.679824561403509,-14,-5
8,18,home_win,84.0,86.0,82.0,83.0,76.66666666666667,33.0,16,55.675438596491226,14.649122807017545,5.149122807017544,16,20,75.0,76.0,76.0,76.0,49.666666666666664,-8.666666666666666,9,48.728070175438596,11.798245614035087,3.517543859649123,9,12,89,81,7363.0,2978.0,83.0,72.4,71.54285714285713,66.48571428571428,73.46000000000001,66.09,67.41818181818182,60.72727272727273,9.0,10.0,6.0,7.0,4385.0,10.599999999999994,5.05714285714285,7.3700000000000045,6.690909090909095,8,27.000000000000007,41.666666666666664,7,6.94736842105263,2.8508771929824572,1.6315789473684208,7,8
0,0,draw,75.0,73.0,74.0,74.0,0.0,-69.0,0,0.0,0.0,0.0,0,0,76.0,77.0,78.0,77.0,36.5,-20.5,3,41.35526315789474,10.81578947368421,3.223684210526316,1,5,75,78,1689.6095665016082,2840.0,71.0,75.9,60.65714285714286,73.95714285714286,62.21,70.14000000000001,58.84545454545455,62.772727272727266,-1.0,-4.0,-4.0,-3.0,-1150.3904334983918,-4.900000000000006,-13.299999999999997,-7.930000000000014,-3.9272727272727153,-3,-36.5,-48.5,-3,-41.35526315789474,-10.81578947368421,-3.223684210526316,-1,-5
4,6,home_win,85.0,81.0,80.0,81.0,66.0,17.666666666666668,16,58.24561403508772,16.30701754385965,5.526315789473684,16,19,79.0,79.0,76.0,78.0,55.333333333333336,2.6666666666666665,5,42.64035087719298,12.385964912280702,4.043859649122807,3,20,80,82,5258.0,4067.0,81.7,78.4,70.65714285714287,69.32857142857144,73.47,68.57,65.53636363636363,63.84545454545456,6.0,2.0,4.0,3.0,1191.0,3.299999999999997,1.3285714285714363,4.900000000000006,1.6909090909090736,-2,10.666666666666664,15.000000000000002,11,15.60526315789474,3.9210526315789487,1.4824561403508767,13,-1
0,0,draw,76.0,75.0,76.0,75.0,38.0,-22.0,14,47.0,11.381578947368421,3.8684210526315788,0,18,74.0,76.0,74.0,75.0,0.0,-69.0,0,0.0,0.0,0.0,0,0,72,78,2714.4221047443943,2701.1161823011553,75.2,74.0,65.24285714285716,64.6,65.38,65.61999999999999,60.74545454545455,60.19090909090909,2.0,-1.0,2.0,0.0,13.30592244323907,1.2000000000000028,0.6428571428571672,-0.23999999999999488,0.5545454545454618,-6,38.0,47.0,14,47.0,11.381578947368421,3.8684210526315788,0,18
2,2,away_win,78.0,77.0,75.0,77.0,42.5,-19.0,3,45.56578947368421,11.421052631578947,3.723684210526316,2,8,76.0,75.0,74.0,75.0,48.0,-12.666666666666666,6,50.12280701754386,11.149122807017545,3.754385964912281,6,13,78,80,1347.0,2701.1161823011553,75.7,75.3,67.8142857142857,68.0,65.94000000000001,66.28999999999999,63.45454545454546,59.74545454545455,2.0,2.0,1.0,2.0,-1354.1161823011553,0.4000000000000057,-0.1857142857142975,-0.3499999999999801,3.7090909090909108,-2,-5.5,-6.333333333333334,-3,-4.557017543859651,0.27192982456140236,-0.030701754385964897,-4,-5
4,11,draw,85.0,83.0,81.0,83.0,68.33333333333333,21.333333333333332,16,58.69298245614035,13.447368421052632,4.684210526315789,16,20,76.0,77.0,75.0,76.0,56.333333333333336,10.666666666666666,9,52.21052631578947,13.833333333333334,4.508771929824562,5,15,91,76,9753.0,6878.0,82.2,75.1,70.07142857142858,65.17142857142856,74.01,67.36,70.55454545454546,59.77272727272727,9.0,6.0,6.0,7.0,2875.0,7.1000000000000085,4.90000000000002,6.650000000000006,10.781818181818188,15,11.999999999999993,10.666666666666666,7,6.482456140350877,-0.38596491228070207,0.17543859649122773,11,5
-3,-4,draw,79.0,76.0,76.0,76.0,43.666666666666664,-9.666666666666666,5,43.76315789473684,11.842105263157896,3.7719298245614037,4,11,85.0,87.0,83.0,84.0,74.33333333333333,38.666666666666664,15,60.473684210526315,16.82456140350877,5.745614035087719,15,20,73,85,3739.2346429871805,8262.0,77.2,83.7,68.25714285714285,70.07142857142857,67.72000000000001,73.03,61.8181818181818,67.76363636363637,-6.0,-11.0,-7.0,-8.0,-4522.76535701282,-6.5,-1.8142857142857167,-5.309999999999988,-5.945454545454567,-12,-30.666666666666664,-48.33333333333333,-10,-16.710526315789473,-4.982456140350875,-1.9736842105263155,-11,-9
-3,-4,draw,79.0,75.0,77.0,76.0,44.0,-11.666666666666666,11,40.18421052631579,10.517543859649123,3.1666666666666665,7,13,84.0,80.0,81.0,82.0,73.66666666666667,32.333333333333336,16,57.89473684210526,15.324561403508772,5.605263157894737,16,20,78,84,1078.0,7877.0,75.3,81.3,67.67142857142856,70.55714285714285,65.48,71.52,59.036363636363625,63.83636363636365,-5.0,-5.0,-4.0,-6.0,-6799.0,-6.0,-2.885714285714286,-6.039999999999992,-4.800000000000026,-6,-29.66666666666667,-44.0,-5,-17.710526315789473,-4.807017543859649,-2.4385964912280707,-9,-7
0,0,draw,74.0,76.0,74.0,75.0,0.0,-69.0,0,0.0,0.0,0.0,0,0,76.0,75.0,75.0,76.0,44.0,-17.0,2,51.28947368421053,12.052631578947368,3.986842105263158,2,12,78,80,2714.4221047443943,2990.0,75.8,73.9,68.32857142857144,60.37142857142857,67.17999999999999,63.370000000000005,62.86363636363636,57.68181818181817,-2.0,1.0,-1.0,-1.0,-275.57789525560565,1.8999999999999915,7.95714285714287,3.809999999999988,5.181818181818187,-2,-44.0,-52.0,-2,-51.28947368421053,-12.052631578947368,-3.986842105263158,-2,-12
-1,-3,away_win,76.0,77.0,78.0,77.0,36.5,-20.5,3,41.35526315789474,10.81578947368421,3.223684210526316,1,5,85.0,81.0,80.0,81.0,66.0,17.666666666666668,16,58.24561403508772,16.30701754385965,5.526315789473684,16,19,78,80,2840.0,5258.0,76.5,78.5,74.47142857142858,69.74285714285715,71.17999999999999,71.15,63.61818181818181,62.94545454545454,-9.0,-4.0,-2.0,-4.0,-2418.0,-2.0,4.728571428571428,0.029999999999986926,0.672727272727272,-2,-29.5,-38.16666666666667,-13,-16.89035087719298,-5.49122807017544,-2.302631578947368,-15,-14
0,0,home_win,79.0,79.0,76.0,78.0,55.333333333333336,2.6666666666666665,5,42.64035087719298,12.385964912280702,4.043859649122807,3,20,75.0,73.0,74.0,74.0,0.0,-69.0,0,0.0,0.0,0.0,0,0,82,75,4067.0,1674.163095104785,77.5,69.7,70.4857142857143,58.457142857142856,68.49,61.790000000000006,63.118181818181824,58.51818181818182,4.0,6.0,2.0,4.0,2392.836904895215,7.799999999999997,12.02857142857144,6.699999999999989,4.600000000000001,7,55.333333333333336,71.66666666666667,5,42.64035087719298,12.385964912280702,4.043859649122807,3,20
4,6,away_win,75.0,76.0,76.0,76.0,49.666666666666664,-8.666666666666666,9,48.728070175438596,11.798245614035087,3.517543859649123,9,12,76.0,75.0,76.0,75.0,38.0,-22.0,14,47.0,11.381578947368421,3.8684210526315788,0,18,81,72,2978.0,2701.1161823011553,75.4,75.4,68.64285714285714,65.81428571428572,67.74000000000001,67.58,61.281818181818174,63.06363636363636,-1.0,1.0,0.0,1.0,276.8838176988447,0.0,2.828571428571422,0.1600000000000108,-1.7818181818181884,9,11.666666666666664,13.333333333333334,-5,1.7280701754385959,0.4166666666666661,-0.3508771929824559,9,-6
-3,-4,away_win,77.0,80.0,79.0,79.0,51.666666666666664,6.666666666666667,16,52.81578947368421,12.93859649122807,4.666666666666667,16,17,85.0,83.0,81.0,83.0,68.33333333333333,21.333333333333332,16,58.69298245614035,13.447368421052632,4.684210526315789,16,20,80,91,1838.0,9753.0,74.3,81.9,67.07142857142857,72.37142857142858,64.05,74.22,58.69090909090909,69.17272727272727,-8.0,-3.0,-2.0,-4.0,-7915.0,-7.6000000000000085,-5.300000000000011,-10.170000000000002,-10.481818181818184,-11,-16.666666666666664,-14.666666666666664,0,-5.877192982456137,-0.5087719298245617,-0.017543859649122417,0,-3
4,8,away_win,76.0,77.0,75.0,76.0,56.333333333333336,10.666666666666666,9,52.21052631578947,13.833333333333334,4.508771929824562,5,15,79.0,76.0,76.0,76.0,43.666666666666664,-9.666666666666666,5,43.76315789473684,11.842105263157896,3.7719298245614037,4,11,76,73,6878.0,3728.069269497526,76.0,76.9,66.02857142857144,68.34285714285713,69.58000000000001,68.58000000000001,62.5,63.64545454545455,-3.0,1.0,-1.0,0.0,3149.930730502474,-0.9000000000000057,-2.3142857142856883,1.0,-1.1454545454545482,3,12.666666666666671,20.333333333333332,4,8.44736842105263,1.9912280701754383,0.736842105263158,1,4
-4,-6,away_win,76.0,75.0,74.0,75.0,48.0,-12.666666666666666,6,50.12280701754386,11.149122807017545,3.754385964912281,6,13,85.0,83.0,82.0,83.0,73.33333333333333,33.0,16,58.25438596491228,16.263157894736842,5.947368421052632,16,19,80,88,2714.4221047443943,7882.0,74.5,80.6,68.41428571428573,67.97142857142858,65.17,70.64,58.718181818181826,69.10909090909091,-9.0,-8.0,-8.0,-8.0,-5167.577895255606,-6.099999999999994,0.44285714285715017,-5.469999999999999,-10.390909090909084,-8,-25.33333333333333,-45.666666666666664,-10,-8.131578947368418,-5.114035087719298,-2.192982456140351,-10,-6
1,2,home_win,79.0,76.0,74.0,77.0,51.333333333333336,-2.0,13,46.99122807017544,13.56140350877193,4.175438596491228,5,14,79.0,75.0,77.0,76.0,44.0,-11.666666666666666,11,40.18421052631579,10.517543859649123,3.1666666666666665,7,13,78,78,1700.0,1078.0,77.3,76.2,71.67142857142856,70.34285714285713,68.57,64.39000000000001,64.19090909090909,57.92727272727272,0.0,1.0,-3.0,1.0,622.0,1.0999999999999943,1.3285714285714363,4.179999999999978,6.2636363636363654,0,7.333333333333336,9.666666666666666,2,6.807017543859651,3.0438596491228065,1.0087719298245612,-2,1
2,4,home_win,85.0,87.0,83.0,84.0,74.33333333333333,38.666666666666664,15,60.473684210526315,16.82456140350877,5.745614035087719,15,20,78.0,77.0,75.0,77.0,42.5,-19.0,3,45.56578947368421,11.421052631578947,3.723684210526316,2,8,85,78,8262.0,1347.0,83.6,75.8,70.00000000000001,68.67142857142855,75.35999999999999,66.6,69.3,63.3,7.0,10.0,8.0,7.0,6915.0,7.799999999999997,1.3285714285714647,8.759999999999991,6.0,7,31.83333333333333,57.666666666666664,12,14.907894736842103,5.403508771929824,2.0219298245614032,13,12
1,-1,draw,84.0,80.0,81.0,82.0,73.66666666666667,32.333333333333336,16,57.89473684210526,15.324561403508772,5.605263157894737,16,20,84.0,86.0,82.0,83.0,76.66666666666667,33.0,16,55.675438596491226,14.649122807017545,5.149122807017544,16,20,84,89,7877.0,7363.0,80.1,84.0,67.24285714285715,72.17142857142856,71.74,74.06,64.38181818181819,65.97272727272727,0.0,-6.0,-1.0,-1.0,514.0,-3.9000000000000057,-4.928571428571416,-2.3200000000000074,-1.5909090909090793,-5,-3.0,-0.6666666666666643,0,2.219298245614034,0.6754385964912277,0.4561403508771935,0,0
7,12,draw,85.0,83.0,82.0,83.0,73.33333333333333,33.0,16,58.25438596491228,16.263157894736842,5.947368421052632,16,19,79.0,76.0,74.0,77.0,51.333333333333336,-2.0,13,46.99122807017544,13.56140350877193,4.175438596491228,5,14,88,78,7882.0,1700.0,81.5,76.3,71.94285714285715,70.28571428571429,72.34,66.88,70.26363636363637,60.70909090909091,6.0,7.0,8.0,6.0,6182.0,5.200000000000003,1.6571428571428584,5.460000000000008,9.554545454545455,10,21.999999999999993,35.0,3,11.263157894736842,2.7017543859649127,1.7719298245614041,11,5
4,8,draw,84.0,86.0,82.0,83.0,76.66666666666667,33.0,16,55.675438596491226,14.649122807017545,5.149122807017544,16,20,79.0,79.0,76.0,78.0,55.333333333333336,2.6666666666666665,5,42.64035087719298,12.385964912280702,4.043859649122807,3,20,89,82,7363.0,4067.0,83.9,77.7,72.31428571428572,70.52857142857142,73.86,70.11999999999999,66.8909090909091,64.70000000000002,5.0,7.0,6.0,5.0,3296.0,6.200000000000003,1.7857142857142918,3.740000000000009,2.190909090909088,7,21.333333333333336,30.333333333333332,11,13.035087719298247,2.2631578947368425,1.1052631578947363,13,0
-1,-2,home_win,79.0,76.0,76.0,76.0,43.666666666666664,-9.666666666666666,5,43.76315789473684,11.842105263157896,3.7719298245614037,4,11,76.0,77.0,78.0,77.0,36.5,-20.5,3,41.35526315789474,10.81578947368421,3.223684210526316,1,5,73,78,3739.2346429871805,2840.0,76.2,76.8,69.17142857142856,73.85714285714286,67.66,70.30999999999999,61.70909090909091,63.84545454545454,3.0,-1.0,-2.0,-1.0,899.2346429871805,-0.5999999999999943,-4.6857142857142975,-2.6499999999999915,-2.136363636363626,-5,7.166666666666664,10.833333333333334,2,2.4078947368421026,1.026315789473685,0.5482456140350878,3,6
0,0,away_win,75.0,73.0,74.0,74.0,0.0,-69.0,0,0.0,0.0,0.0,0,0,79.0,76.0,74.0,77.0,51.333333333333336,-2.0,13,46.99122807017544,13.56140350877193,4.175438596491228,5,14,75,78,1689.6095665016082,1700.0,70.6,76.3,61.24285714285715,70.14285714285714,61.5,69.36999999999999,57.70909090909091,65.01818181818183,-4.0,-3.0,0.0,-3.0,-10.390433498391758,-5.700000000000003,-8.899999999999991,-7.86999999999999,-7.309090909090919,-3,-51.333333333333336,-67.0,-13,-46.99122807017544,-13.56140350877193,-4.175438596491228,-5,-14
-2,0,draw,76.0,75.0,76.0,75.0,38.0,-22.0,14,47.0,11.381578947368421,3.8684210526315788,0,18,76.0,75.0,74.0,75.0,48.0,-12.666666666666666,6,50.12280701754386,11.149122807017545,3.754385964912281,6,13,72,80,2714.4221047443943,2701.1161823011553,75.7,73.8,66.2857142857143,63.88571428571428,66.89000000000001,62.81,62.93636363636362,58.65454545454546,0.0,0.0,2.0,0.0,13.30592244323907,1.9000000000000057,2.400000000000027,4.0800000000000125,4.28181818181816,-8,-10.0,-9.333333333333334,8,-3.122807017543863,0.2324561403508767,0.11403508771929793,-6,5
-1,-1,draw,78.0,77.0,75.0,77.0,42.5,-19.0,3,45.56578947368421,11.421052631578947,3.723684210526316,2,8,76.0,77.0,75.0,76.0,56.333333333333336,10.666666666666666,9,52.21052631578947,13.833333333333334,4.508771929824562,5,15,78,76,1347.0,6878.0,75.8,76.4,67.72857142857143,69.71428571428572,66.82000000000001,69.59,63.70909090909091,62.06363636363636,2.0,0.0,0.0,1.0,-5531.0,-0.6000000000000085,-1.9857142857142946,-2.769999999999996,1.6454545454545482,2,-13.833333333333336,-29.666666666666664,-6,-6.64473684210526,-2.412280701754387,-0.7850877192982457,-3,-7
0,0,home_win,79.0,75.0,77.0,76.0,44.0,-11.666666666666666,11,40.18421052631579,10.517543859649123,3.1666666666666665,7,13,74.0,76.0,74.0,75.0,0.0,-69.0,0,0.0,0.0,0.0,0,0,78,78,1078.0,2701.1161823011553,76.6,74.6,67.82857142857142,64.41428571428571,64.77000000000001,65.91,59.48181818181818,60.57272727272726,5.0,-1.0,3.0,1.0,-1623.1161823011553,2.0,3.414285714285711,-1.1399999999999864,-1.0909090909090864,0,44.0,57.333333333333336,11,40.18421052631579,10.517543859649123,3.1666666666666665,7,13
6,10,home_win,85.0,83.0,82.0,83.0,73.33333333333333,33.0,16,58.25438596491228,16.263157894736842,5.947368421052632,16,19,77.0,80.0,79.0,79.0,51.666666666666664,6.666666666666667,16,52.81578947368421,12.93859649122807,4.666666666666667,16,17,88,80,7882.0,1838.0,81.3,77.1,68.82857142857144,69.64285714285714,71.07,68.52,69.9090909090909,63.20909090909091,8.0,3.0,3.0,4.0,6044.0,4.200000000000003,-0.8142857142857025,2.549999999999997,6.699999999999996,8,21.666666666666664,26.333333333333332,0,5.438596491228068,3.3245614035087723,1.280701754385965,0,2
-1,-2,home_win,76.0,75.0,75.0,76.0,44.0,-17.0,2,51.28947368421053,12.052631578947368,3.986842105263158,2,12,84.0,80.0,81.0,82.0,73.66666666666667,32.333333333333336,16,57.89473684210526,15.324561403508772,5.605263157894737,16,20,80,84,2990.0,7877.0,74.3,78.1,62.52857142857143,67.12857142857143,64.59,69.95,56.14545454545455,62.20000000000001,-8.0,-5.0,-6.0,-6.0,-4887.0,-3.799999999999997,-4.600000000000001,-5.359999999999999,-6.054545454545462,-4,-29.66666666666667,-49.333333333333336,-14,-6.605263157894733,-3.271929824561404,-1.6184210526315792,-14,-8
9,13,home_win,85.0,81.0,80.0,81.0,66.0,17.666666666666668,16,58.24561403508772,16.30701754385965,5.526315789473684,16,19,85.0,87.0,83.0,84.0,74.33333333333333,38.666666666666664,15,60.473684210526315,16.82456140350877,5.745614035087719,15,20,80,85,5258.0,8262.0,81.3,84.8,71.9857142857143,70.02857142857144,73.10999999999999,76.32,64.98181818181817,70.3,0.0,-6.0,-3.0,-3.0,-3004.0,-3.5,1.9571428571428555,-3.210000000000008,-5.318181818181827,-5,-8.333333333333329,-20.999999999999996,1,-2.228070175438596,-0.5175438596491198,-0.2192982456140351,1,-1
8,19,home_win,85.0,83.0,81.0,83.0,68.33333333333333,21.333333333333332,16,58.69298245614035,13.447368421052632,4.684210526315789,16,20,75.0,76.0,76.0,76.0,49.666666666666664,-8.666666666666666,9,48.728070175438596,11.798245614035087,3.517543859649123,9,12,91,81,9753.0,3728.069269497526,82.8,74.7,70.72857142857143,65.15714285714287,73.15,67.56,70.16363636363636,60.87272727272726,10.0,7.0,5.0,7.0,6024.930730502474,8.099999999999994,5.571428571428555,5.590000000000003,9.290909090909096,10,18.666666666666664,30.0,7,9.964912280701753,1.6491228070175445,1.1666666666666665,7,8
0,0,away_win,74.0,76.0,74.0,75.0,0.0,-69.0,0,0.0,0.0,0.0,0,0,84.0,86.0,82.0,83.0,76.66666666666667,33.0,16,55.675438596491226,14.649122807017545,5.149122807017544,16,20,78,79,2714.4221047443943,7363.0,74.4,83.5,69.6,72.0142857142857,64.88000000000001,74.27000000000001,59.881818181818176,65.30909090909091,-10.0,-10.0,-8.0,-8.0,-4648.577895255606,-9.099999999999994,-2.414285714285711,-9.39,-5.427272727272737,-1,-76.66666666666667,-102.0,-16,-55.675438596491226,-14.649122807017545,-5.149122807017544,-16,-20
4,9,home_win,84.0,80.0,81.0,82.0,73.66666666666667,32.333333333333336,16,57.89473684210526,15.324561403508772,5.605263157894737,16,20,79.0,76.0,76.0,76.0,43.666666666666664,-9.666666666666666,5,43.76315789473684,11.842105263157896,3.7719298245614037,4,11,84,73,7877.0,3728.069269497526,81.3,76.6,67.74285714285715,69.2,72.58999999999999,68.32000000000001,64.15454545454546,63.5909090909091,5.0,4.0,5.0,6.0,4148.930730502474,4.700000000000003,-1.4571428571428555,4.269999999999982,0.5636363636363555,11,30.000000000000007,42.0,11,14.131578947368418,3.4824561403508767,1.8333333333333335,12,9
0,-1,away_win,76.0,77.0,78.0,77.0,36.5,-20.5,3,41.35526315789474,10.81578947368421,3.223684210526316,1,5,85.0,83.0,81.0,83.0,68.33333333333333,21.333333333333332,16,58.69298245614035,13.447368421052632,4.684210526315789,16,20,78,91,2840.0,9753.0,76.5,82.9,74.47142857142858,70.2,71.17999999999999,73.50999999999999,63.61818181818181,70.98181818181818,-9.0,-6.0,-3.0,-6.0,-6913.0,-6.400000000000006,4.271428571428572,-2.3299999999999983,-7.363636363636374,-13,-31.83333333333333,-41.83333333333333,-13,-17.33771929824561,-2.6315789473684212,-1.4605263157894735,-15,-15
4,6,draw,77.0,80.0,79.0,79.0,51.666666666666664,6.666666666666667,16,52.81578947368421,12.93859649122807,4.666666666666667,16,17,79.0,75.0,77.0,76.0,44.0,-11.666666666666666,11,40.18421052631579,10.517543859649123,3.1666666666666665,7,13,80,78,1838.0,1078.0,75.7,76.6,67.3,67.82857142857142,67.08000000000001,64.77000000000001,62.18181818181817,59.48181818181818,-2.0,5.0,2.0,3.0,760.0,-0.8999999999999915,-0.5285714285714249,2.3100000000000023,2.6999999999999957,2,7.666666666666664,18.333333333333332,5,12.631578947368425,2.421052631578947,1.5000000000000004,9,4
